bldg,road_addr,lat,lng
강서구청,서울특별시 강서구 화곡로 302 (화곡동),37.5509655144007,126.849532173376
양천구청,서울특별시 양천구 목동동로 105 (신정동),37.5170753784215,126.866542541936
부천시청,경기도 부천시 길주로 210-2 (중동),37.5022773330823,126.765003997801
영등포구청,서울특별시 영등포구 당산로 123 (당산동3가),37.525963157053,126.896367130558
김포시청,경기도 김포시 사우중로 1 (사우동),37.6151899959384,126.715717006327
