상호명,지점명,도로명주소,경도,위도,광역시도,시군구,ID,브랜드명,스타벅스 매장수
스타벅스,,강원도 원주시 금불1길 28-5,127.931032015516,37.3484655132127,강원도,원주시,원주,스타벅스,1
스타벅스,오션월드2호점,강원도 홍천군 서면 한치골길 262,127.687272903554,37.652323738755705,강원도,홍천군,홍천,스타벅스,1
스타벅스,대명델피노리조트점,강원도 고성군 토성면 미시령옛길 1153,128.493408377372,38.213128237820705,강원도,고성군,고성(강원),스타벅스,1
스타벅스,강대점,강원도 춘천시 서부대성로 243-1,127.745086615044,37.8727596024213,강원도,춘천시,춘천,스타벅스,1
스타벅스,속초중앙로점,강원도 속초시 중앙로 123,128.589463214419,38.2026214250362,강원도,속초시,속초,스타벅스,1
스타벅스,,강원도 강릉시 경강로 2194-1,128.904526194739,37.760727854969204,강원도,강릉시,강릉,스타벅스,1
스타벅스,춘천이마트점,강원도 춘천시 경춘로 2341,127.71726044510599,37.8639560859478,강원도,춘천시,춘천,스타벅스,1
스타벅스,,강원도 고성군 간성읍 간성로 36,128.47102546062598,38.3792218504065,강원도,고성군,고성(강원),스타벅스,1
스타벅스,문막점,강원도 원주시 문막읍 문막시장1길 32,127.816601464438,37.3069552958556,강원도,원주시,원주,스타벅스,1
스타벅스,,강원도 삼척시 진주로 30-49,129.165409483626,37.443582504588,강원도,삼척시,삼척,스타벅스,1
스타벅스,,강원도 태백시 장성시장1길 6,129.01029100020799,37.100894569579104,강원도,태백시,태백,스타벅스,1
스타벅스,,강원도 인제군 기린면 기린로42번길 3-1,128.31840740442,37.9558684267042,강원도,인제군,인제,스타벅스,1
스타벅스,춘천명동점,강원도 춘천시 중앙로 55,127.727566445736,37.8800367182363,강원도,춘천시,춘천,스타벅스,1
스타벅스,원주터미널점,강원도 원주시 서원대로 178,127.931103954128,37.343851860227,강원도,원주시,원주,스타벅스,1
스타벅스,용평리조트점,강원도 평창군 대관령면 올림픽로 715,128.70554181103398,37.6509528563083,강원도,평창군,평창,스타벅스,1
스타벅스,원주단구점,강원도 원주시 서원대로 402,127.949284286612,37.3304614888291,강원도,원주시,원주,스타벅스,1
스타벅스강릉안목항점,강릉안목항점,강원도 강릉시 창해로14번길 40,128.948708774863,37.771399898754,강원도,강릉시,강릉,스타벅스,1
스타벅스,강릉중앙로점,강원도 강릉시 경강로 2096,128.896189398253,37.7545474684864,강원도,강릉시,강릉,스타벅스,1
스타벅스,휘닉스파크점,강원도 평창군 봉평면 태기로 174,128.309595918605,37.57374985338821,강원도,평창군,평창,스타벅스,1
스타벅스속초DT점,속초DT점,강원도 속초시 동해대로 4114,128.584417728286,38.189906927363296,강원도,속초시,속초,스타벅스,1
스타벅스춘천석사DT점,춘천석사DT점,강원도 춘천시 후석로 13,127.73932355908998,37.8566635924656,강원도,춘천시,춘천,스타벅스,1
스타벅스강원대점2강원대점,강원대점,강원도 춘천시 서부대성로 243-1,127.745086615044,37.8727596024213,강원도,춘천시,춘천,스타벅스,1
스타벅스,춘천석사DT점,강원도 춘천시 후석로 13,127.73926661138701,37.8566995076552,강원도,춘천시,춘천,스타벅스,1
스타벅스커피원주혁신도시,,강원도 원주시 혁신로 55,127.9804201497,37.3234330261885,강원도,원주시,원주,스타벅스,1
스타벅스춘천후평DT점,춘천후평DT점,강원도 춘천시 후석로 318,127.750622483813,37.87942104995471,강원도,춘천시,춘천,스타벅스,1
스타벅스설악워터피아점,설악워터피아점,강원도 속초시 미시령로2983번길 88,128.52786734361402,38.2077347097235,강원도,속초시,속초,스타벅스,1
스타벅스,춘천후평DT점,강원도 춘천시 후석로 316,127.75053160332399,37.8794028368605,강원도,춘천시,춘천,스타벅스,1
스타벅스,원주혁신도시,강원도 원주시 혁신로 61,127.98082636437599,37.323397048067,강원도,원주시,원주,스타벅스,1
스타벅스,원주무실점,강원도 원주시 능라동길 73,127.930244824767,37.3331100843841,강원도,원주시,원주,스타벅스,1
스타벅스커피원주혁신도시,,강원도 원주시 혁신로 61,127.98082636437599,37.323397048067,강원도,원주시,원주,스타벅스,1
스타벅스,설악쏘라노점,강원도 속초시 미시령로2983번길 111,128.52867585314698,38.2105871479139,강원도,속초시,속초,스타벅스,1
스타벅스,동해DT점,강원도 동해시 중앙로 219,129.114686884468,37.5201742036767,강원도,동해시,동해,스타벅스,1
스타벅스,원주명륜DT점,강원도 원주시 남원로 588,127.94983354993,37.3359945650883,강원도,원주시,원주,스타벅스,1
스타벅스,비발디파크점,강원도 홍천군 서면 한치골길 264,127.68583971510901,37.6481840552354,강원도,홍천군,홍천,스타벅스,1
스타벅스,춘천온의점,강원도 춘천시 방송길 104,127.72081567455,37.8675326471007,강원도,춘천시,춘천,스타벅스,1
스타벅스,강릉강문해변점,강원도 강릉시 창해로350번길 3,128.918521062936,37.7947771620177,강원도,강릉시,강릉,스타벅스,1
스타벅스,춘천구봉산R점,강원도 춘천시 동면 순환대로 1154-63,127.77594531708598,37.888410160658395,강원도,춘천시,춘천,스타벅스,1
스타벅스,강릉송정DT점,강원도 강릉시 경강로 2400,128.922960209512,37.771919740036004,강원도,강릉시,강릉,스타벅스,1
스타벅스,원주반곡DT점,강원도 원주시 동부순환로 37,127.97171064938999,37.3198267998095,강원도,원주시,원주,스타벅스,1
스타벅스,수원이마트점,경기도 수원시 권선구 경수대로 270,127.020087664145,37.2501017782401,경기도,권선구,수원 권선,스타벅스,1
스타박스,수내역점,경기도 성남시 분당구 백현로101번길 30,127.11380627139,37.3777495836705,경기도,분당구,성남 분당,스타벅스,1
스타벅스,,경기도 김포시 김포한강11로 288-24,126.683329055879,37.654247307349,경기도,김포시,김포,스타벅스,1
스타벅스,현대킨텍스점,경기도 고양시 일산서구 호수로 817,126.751616105658,37.6679823561386,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스정자,정자점,경기도 성남시 분당구 정자일로 166,127.10629219693399,37.364879690318,경기도,분당구,성남 분당,스타벅스,1
스타벅스평촌역사거리점,평촌역사거리점,경기도 안양시 동안구 시민대로 311,126.964668495517,37.3960821601934,경기도,동안구,안양 동안,스타벅스,1
스타벅스,단대오거리역점,경기도 성남시 중원구 산성대로 340-1,127.154576016315,37.4433580851162,경기도,중원구,성남 중원,스타벅스,1
스타벅스,구리인창점,경기도 구리시 건원대로 67,127.138865274352,37.6069309398692,경기도,구리시,구리,스타벅스,1
스타벅스,수원광교점,경기도 수원시 영통구 센트럴타운로 85,127.05120391333901,37.290120339692294,경기도,영통구,수원 영통,스타벅스,1
스타박스,,경기도 수원시 권선구 효원로220번길 21,127.02568463593398,37.2618891828805,경기도,권선구,수원 권선,스타벅스,1
스타박스,,경기도 고양시 덕양구 호국로 809,126.837496419212,37.658029900064,경기도,덕양구,고양 덕양,스타벅스,1
스타벅스,판교하이펙스,경기도 성남시 분당구 판교역로 230,127.11044579092,37.401278507530606,경기도,분당구,성남 분당,스타벅스,1
스타벅스경기광주점,경기광주점,경기도 광주시 광주대로 35,127.26020005832599,37.409735243374904,경기도,광주시,광주,스타벅스,1
스타벅스동수원,,경기도 수원시 팔달구 중부대로 161,127.03389894210699,37.2781130343329,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스커피분당서울대병원4층,,경기도 성남시 분당구 구미로173번길 82,127.124470630558,37.3520220371583,경기도,분당구,성남 분당,스타벅스,1
스타벅스,수지풍덕천점,경기도 용인시 수지구 수지로296번길 51-11,127.095266677789,37.3222016808726,경기도,수지구,용인 수지,스타벅스,1
스타벅스판교하이펙스,,경기도 성남시 분당구 판교역로 240,127.110447392748,37.4020984979811,경기도,분당구,성남 분당,스타벅스,1
스타벅스,신세계죽전점,경기도 용인시 수지구 포은대로 536,127.108096227685,37.3249933296323,경기도,수지구,용인 수지,스타벅스,1
스타벅스,오산아이씨디티점,경기도 오산시 원동로 74,127.076848689491,37.142308336914795,54653,경기도,경기,스타벅스,1
스타벅스야탑글라스,,경기도 성남시 분당구 성남대로916번길 11,127.129829942146,37.4108480040811,경기도,분당구,성남 분당,스타벅스,1
스타벅스,광명하안점,경기도 광명시 범안로 1060,126.880646185624,37.462598327452795,경기도,광명시,광명,스타벅스,1
스타벅스,산본역점,경기도 군포시 번영로 497,126.93228249093,37.3583097992139,경기도,군포시,군포,스타벅스,1
스타벅스,화정역,경기도 고양시 덕양구 화신로260번길 57,126.832721991985,37.6336102001311,경기도,덕양구,고양 덕양,스타벅스,1
스타벅스,수내로점,경기도 성남시 분당구 수내로46번길 12,127.11658679513201,37.380392525885604,경기도,분당구,성남 분당,스타벅스,1
스타벅스부천역사,부천역사,경기도 부천시 부천로 1,126.78263424711001,37.4840290791579,경기도,부천시,부천,스타벅스,1
스타벅스,수원시청점,경기도 수원시 권선구 효원로 274,127.031214826476,37.2614209425035,경기도,권선구,수원 권선,스타벅스,1
스타벅스,일산백마점,경기도 고양시 일산동구 일산로 237,126.788064183267,37.6571088791044,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,시화로데오점,경기도 시흥시 중심상가2길 20-5,126.73732894675899,37.3446575868247,경기도,시흥시,시흥,스타벅스,1
스타벅스,양주고읍점,경기도 양주시 고읍남로 20,127.079089929697,37.79465939687479,경기도,양주시,양주,스타벅스,1
스타벅스,안양1번가점,경기도 안양시 만안구 안양로292번길 36,126.92369516915501,37.39918538578979,경기도,만안구,안양 만안,스타벅스,1
스타벅스,화정점,경기도 고양시 덕양구 화신로272번길 57,126.83143160384199,37.633534354678204,경기도,덕양구,고양 덕양,스타벅스,1
스타벅스김포풍무DT,김포풍무DT,경기도 김포시 풍무로 45-1,126.72050182595,37.599955990565796,경기도,김포시,김포,스타벅스,1
스타벅스,산본점,경기도 군포시 산본로343번길 9,126.93174189577499,37.3606116540182,경기도,군포시,군포,스타벅스,1
스타벅스,평촌로데오점,경기도 안양시 동안구 관평로 182,126.960702698023,37.3929296814883,경기도,동안구,안양 동안,스타벅스,1
스타벅스,오산시청점,경기도 오산시 성호대로 116,127.07420621303001,37.1485504490323,경기도,오산시,오산,스타벅스,1
스타벅스,분당구청점,경기도 성남시 분당구 분당로 43,127.120258905034,37.3840602572395,경기도,분당구,성남 분당,스타벅스,1
스타벅스,주엽사거리점,경기도 고양시 일산서구 중앙로 1456,126.75895834214701,37.6715467476635,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스,수원성균관대점,경기도 수원시 장안구 서부로 2131,126.97156195882499,37.298961539019,경기도,장안구,수원 장안,스타벅스,1
스타벅스,서현역점,경기도 성남시 분당구 서현로210번길 20,127.12402092583099,37.385854297475795,경기도,분당구,성남 분당,스타벅스,1
스타벅스,수원인계점,경기도 수원시 팔달구 권광로 199,127.03289838935899,37.2655346685802,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,동수원DT점,경기도 수원시 팔달구 중부대로 157,127.03353779295901,37.278137118976495,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,용인기흥구청점,경기도 용인시 기흥구 구갈로 71-18,127.110727384765,37.2826619109289,경기도,기흥구,용인 기흥,스타벅스,1
스타벅스,뉴코아야탑점,경기도 성남시 분당구 야탑로81번길 11,127.12746808049,37.4109297153589,경기도,분당구,성남 분당,스타벅스,1
스타벅스,광교신대역점,경기도 용인시 수지구 광교마을로 41,127.069161875958,37.2990124975391,경기도,수지구,용인 수지,스타벅스,1
스타벅스,수원매산점,경기도 수원시 팔달구 매산로 11,127.00271427825899,37.2674378523607,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,라페스타광장점,경기도 고양시 일산동구 중앙로1275번길 38-9,126.770149415182,37.659680543564704,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,백석점,경기도 고양시 일산동구 중앙로 1059,126.786148315475,37.6439163563375,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스커피마장휴게소,,경기도 이천시 마장면 중부고속도로 82,127.40847571045401,37.262744409998,경기도,이천시,이천,스타벅스,1
스타벅스,죽전점,경기도 용인시 수지구 현암로 140,127.12475401039801,37.3314974163333,경기도,수지구,용인 수지,스타벅스,1
스타벅스,판교역로점,경기도 성남시 분당구 판교역로192번길 14,127.111395465133,37.397374980418604,경기도,분당구,성남 분당,스타벅스,1
스타벅스,강남대점,경기도 용인시 기흥구 강남로 3,127.126131428473,37.2709903107511,경기도,기흥구,용인 기흥,스타벅스,1
스타벅스오리역삼거리,,경기도 성남시 분당구 성남대로 45,127.10838098932899,37.340043601820504,경기도,분당구,성남 분당,스타벅스,1
스타벅스분당정자분당정자점,분당정자점,경기도 성남시 분당구 성남대로 393,127.10720528516501,37.3716627072825,경기도,분당구,성남 분당,스타벅스,1
스타벅스,미금역점,경기도 성남시 분당구 돌마로 43,127.10665636594801,37.3503479964361,경기도,분당구,성남 분당,스타벅스,1
스타벅스,정자상떼뷰점,경기도 성남시 분당구 정자일로213번길 18,127.10558437802099,37.3702988413496,경기도,분당구,성남 분당,스타벅스,1
스타벅스,서현점,경기도 성남시 분당구 황새울로360번길 19,127.12592898259899,37.385886437451504,경기도,분당구,성남 분당,스타벅스,1
스타벅스정자아데나,,경기도 성남시 분당구 성남대로 275,127.10760396940701,37.3608797851082,경기도,분당구,성남 분당,스타벅스,1
스타벅스,동탄광장점,경기도 화성시 동탄지성로 17,127.072034880212,37.204609311229206,경기도,화성시,화성,스타벅스,1
스타벅스,판교봇들마을점,경기도 성남시 분당구 판교로 372,127.11566934642201,37.4037055404319,경기도,분당구,성남 분당,스타벅스,1
스타벅스,수원이비스점,경기도 수원시 팔달구 권광로 132,127.03129946049499,37.259213962314,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,안산문화광장점,경기도 안산시 단원구 광덕대로 154,126.83072474056401,37.310160717624704,경기도,단원구,안산 단원,스타벅스,1
스타벅스,하남시청점,경기도 하남시 대청로 34,127.215966129307,37.54051991029171,경기도,하남시,하남,스타벅스,1
스타벅스,안양역점,경기도 안양시 만안구 장내로149번길 53,126.922165542127,37.400315800541,경기도,만안구,안양 만안,스타벅스,1
스타벅스,판교브릿지타워점,경기도 성남시 분당구 판교로227번길 6,127.099278683706,37.4028789753799,경기도,분당구,성남 분당,스타벅스,1
스타벅스,용인마북DT점,경기도 용인시 기흥구 용구대로 2330,127.110338230918,37.2946435115567,경기도,기흥구,용인 기흥,스타벅스,1
스타벅스,이천하이닉스점,경기도 이천시 부발읍 경충대로 2100,127.48995592847601,37.252571373959796,경기도,이천시,이천,스타벅스,1
스타벅스,파주운정점,경기도 파주시 와석순환로 135,126.744458195993,37.7120285598793,경기도,파주시,파주,스타벅스,1
스타벅스이천터미널,,경기도 이천시 중리천로 84,127.446334174098,37.278219380447204,경기도,이천시,이천,스타벅스,1
스타벅스,부천스테이트몰점,경기도 부천시 신흥로 170,126.777835542948,37.498882676981204,경기도,부천시,부천,스타벅스,1
스타벅스,안산고잔점,경기도 안산시 단원구 당곡로 12,126.833680349106,37.3181913636383,경기도,단원구,안산 단원,스타벅스,1
스타벅스,평내DT점,경기도 남양주시 경춘로 1269,127.23466006379,37.647759795110204,경기도,남양주시,남양주,스타벅스,1
스타벅스,의정부중앙점,경기도 의정부시 행복로 7,127.04814006604201,37.739586565271296,경기도,의정부시,의정부,스타벅스,1
스타벅스,백석역점,경기도 고양시 일산동구 중앙로 1054,126.787382470059,37.64397409976829,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스파주금릉역,파주금릉역,경기도 파주시 금릉역로 84,126.765931116178,37.7521425603281,경기도,파주시,파주,스타벅스,1
스타벅스,구리돌다리점,경기도 구리시 검배로 5,127.14192790548701,37.6006098780667,경기도,구리시,구리,스타벅스,1
스타벅스,수지이마트점,경기도 용인시 수지구 수지로 203,127.08331422604601,37.319730822725205,경기도,수지구,용인 수지,스타벅스,1
스타벅스,안양비산DT점,경기도 안양시 동안구 경수대로 821,126.94285348097,37.3925281637662,경기도,동안구,안양 동안,스타벅스,1
스타벅스,평촌아크로타워점,경기도 안양시 동안구 시민대로 230,126.95649889206499,37.392306965353605,경기도,동안구,안양 동안,스타벅스,1
스타벅스판교에이치스퀘어,판교H스퀘어,경기도 성남시 분당구 판교역로 231,127.10863878625099,37.401264899024504,경기도,분당구,성남 분당,스타벅스,1
스타벅스,범계로데오점,경기도 안양시 동안구 평촌대로 223,126.955099032598,37.391456612415,경기도,동안구,안양 동안,스타벅스,1
스타벅스,수내점,경기도 성남시 분당구 황새울로 234,127.11422571688699,37.3795278512968,경기도,분당구,성남 분당,스타벅스,1
스타벅스,정자역점,경기도 성남시 분당구 성남대로343번길 12-2,127.10672097855,37.3668022303884,경기도,분당구,성남 분당,스타벅스,1
스타벅스커피용인처인구청,,경기도 용인시 처인구 금령로 60,127.202926246884,37.234749233248,경기도,처인구,용인 처인,스타벅스,1
스타벅스커피분당서울대병원1층,,경기도 성남시 분당구 구미로173번길 82,127.124470630558,37.3520220371583,경기도,분당구,성남 분당,스타벅스,1
스타벅스,수내역,경기도 성남시 분당구 백현로101번길 30,127.11380627139,37.3777495836705,경기도,분당구,성남 분당,스타벅스,1
스타벅스분당정자,분당정자,경기도 성남시 분당구 성남대로 393,127.10720528516501,37.3716627072825,경기도,분당구,성남 분당,스타벅스,1
스타벅스,평택로데오점,경기도 평택시 중앙2로 13,127.088521198318,36.9919560649725,경기도,평택시,평택,스타벅스,1
스타벅스,광교이마트점,경기도 수원시 영통구 광교로 191,127.046941286326,37.296339638053105,경기도,영통구,수원 영통,스타벅스,1
스타벅스,킨텍스이마트점,경기도 고양시 일산서구 한류월드로 407,126.742244215322,37.663837258588295,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스웨스턴돔2,,경기도 고양시 일산동구 정발산로 24,126.772025233806,37.655888808787,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,분당이마트점,경기도 성남시 분당구 불정로 134,127.119741184902,37.3587901131149,경기도,분당구,성남 분당,스타벅스,1
스타벅스서현골든프라자,,경기도 성남시 분당구 황새울로335번길 5,127.12168116682699,37.3860441907195,경기도,분당구,성남 분당,스타벅스,1
스타벅스서판교점,서판교점,경기도 성남시 분당구 운중로 132,127.077723024437,37.3912871866278,경기도,분당구,성남 분당,스타벅스,1
스타벅스,일산주엽점,경기도 고양시 일산서구 중앙로 1420,126.762658313189,37.669900737663,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스일산,,경기도 고양시 일산서구 일현로 97-11,126.76214957853,37.6950605265679,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스,,경기도 안양시 동안구 시민대로 325,126.966124983447,37.396112925630604,경기도,동안구,안양 동안,스타벅스,1
스타벅스광교아브뉴프랑점,광교아브뉴프랑점,경기도 수원시 영통구 센트럴타운로 85,127.05120391333901,37.290120339692294,경기도,영통구,수원 영통,스타벅스,1
스타벅스,,경기도 안산시 단원구 원본로5길 13,126.795007538105,37.3307791487073,경기도,단원구,안산 단원,스타벅스,1
스타벅스,,경기도 동두천시 중앙로 348,127.05593729953002,37.9123634981601,경기도,동두천시,동두천,스타벅스,1
스타벅스,,경기도 안성시 삼죽면 삼백로 10,127.37574806389799,37.0750071973537,경기도,안성시,안성,스타벅스,1
스타벅스,,경기도 오산시 오산로 288,127.06879810281099,37.152608132869794,경기도,오산시,오산,스타벅스,1
스타벅스,,경기도 고양시 덕양구 벽제관로 32,126.900704897531,37.703966164506,경기도,덕양구,고양 덕양,스타벅스,1
스타벅스,,경기도 고양시 덕양구 화랑로 29-1,126.870393068627,37.6014138330048,경기도,덕양구,고양 덕양,스타벅스,1
스타벅스,,경기도 포천시 이동면 장암2길 26-2,127.36782405858,38.0364656905245,경기도,포천시,포천,스타벅스,1
스타벅스,,경기도 안성시 일죽면 금일로 474,127.478894702405,37.0938884955922,경기도,안성시,안성,스타벅스,1
스타벅스,,경기도 평택시 평택로 99,127.083303792302,36.995168983839605,경기도,평택시,평택,스타벅스,1
STARBUCKSCOFFEE,,경기도 의정부시 행복로 7,127.04814006604201,37.739586565271296,경기도,의정부시,의정부,스타벅스,1
스타벅스,,경기도 평택시 송탄2로 20-7,127.057157809741,37.0709201510151,경기도,평택시,평택,스타벅스,1
스타벅스,,경기도 양주시 남면 개나리11길 1,126.97440482654899,37.896238266366296,경기도,양주시,양주,스타벅스,1
스타벅스,,경기도 평택시 안중읍 안현로서4길 44,126.92649750652001,36.9861948993652,경기도,평택시,평택,스타벅스,1
스타벅스,,경기도 화성시 봉담읍 효행로 370-6,126.97793844344801,37.216089706293296,경기도,화성시,화성,스타벅스,1
스타벅스,대화역점,경기도 고양시 일산서구 중앙로 1559,126.748181643883,37.6754062943114,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스,수원경희대점,경기도 수원시 영통구 덕영대로 1695,127.076744923256,37.2479619506647,경기도,영통구,수원 영통,스타벅스,1
스타벅스,동탄점,경기도 화성시 메타폴리스로 54,127.07316431615601,37.2016084714533,경기도,화성시,화성,스타벅스,1
스타벅스,파주프리미엄점,경기도 파주시 탄현면 필승로 200,126.69649585713199,37.76892828249,경기도,파주시,파주,스타벅스,1
스타벅스,뉴코아동수원점,경기도 수원시 팔달구 인계로 154,127.03430915259199,37.266303100253,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,용인보정점,경기도 용인시 기흥구 죽전로 20,127.11035502415399,37.3200273231764,경기도,기흥구,용인 기흥,스타벅스,1
스타벅스,수원인계DT점,경기도 수원시 팔달구 인계로94번길 3,127.027940721346,37.2679270087441,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,산본동점,경기도 군포시 산본로 398,126.929426266681,37.365483516782206,경기도,군포시,군포,스타벅스,1
스타벅스,분당서울대병원1층점,경기도 성남시 분당구 구미로173번길 82,127.124470630558,37.3520220371583,경기도,분당구,성남 분당,스타벅스,1
스타벅스,포천송우점,경기도 포천시 소흘읍 솔모루로 55,127.144579914734,37.827346390543,경기도,포천시,포천,스타벅스,1
스타벅스,평내호평역점,경기도 남양주시 늘을1로16번길 25,127.242879817216,37.654066088747,경기도,남양주시,남양주,스타벅스,1
스타벅스,마두역점,경기도 고양시 일산동구 중앙로 1191,126.776686468284,37.6529188514065,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,평택송탄점,경기도 평택시 관광특구로 38,127.062970174592,37.066478624207605,경기도,평택시,평택,스타벅스,1
스타벅스,안산한대앞역점,경기도 안산시 상록구 광덕1로 379,126.851233957869,37.3086405515635,경기도,상록구,안산 상록,스타벅스,1
스타벅스,의정부금오점,경기도 의정부시 청사로48번길 7,127.07046112864201,37.7529105967189,경기도,의정부시,의정부,스타벅스,1
스타벅스,아주대점,경기도 수원시 팔달구 월드컵로 205,127.043374246075,37.2796407394145,경기도,팔달구,수원 팔달,스타벅스,1
스타벅스,이천터미널점,경기도 이천시 중리천로 84,127.446334174098,37.278219380447204,경기도,이천시,이천,스타벅스,1
스타벅스,마장휴게소하남방면,경기도 이천시 마장면 중부고속도로 82,127.40847571045401,37.262744409998,경기도,이천시,이천,스타벅스,1
스타벅스,금릉역점,경기도 파주시 금릉역로 84,126.765931116178,37.7521425603281,경기도,파주시,파주,스타벅스,1
스타벅스,여주첼시점,경기도 여주시 명품로 360,127.61237886156601,37.2459435784652,경기도,여주시,여주,스타벅스,1
스타벅스,수지동천점,경기도 용인시 수지구 손곡로 103,127.090993898199,37.3359645416191,경기도,수지구,용인 수지,스타벅스,1
스타벅스,수원영통점,경기도 수원시 영통구 봉영로 1617,127.074307905351,37.2555211345615,경기도,영통구,수원 영통,스타벅스,1
스타벅스,광명철산점,경기도 광명시 오리로 865,126.865816880901,37.4752337731782,경기도,광명시,광명,스타벅스,1
스타벅스,김포시청점,경기도 김포시 사우중로 35,126.717908744303,37.6184166524856,경기도,김포시,김포,스타벅스,1
스타벅스,죽전이마트점,경기도 용인시 수지구 포은대로 552,127.109965378981,37.3253227844391,경기도,수지구,용인 수지,스타벅스,1
스타벅스,미금역사거리점,경기도 성남시 분당구 성남대로 151,127.10826050008801,37.3492788002539,경기도,분당구,성남 분당,스타벅스,1
스타벅스,김포운양점,경기도 김포시 김포한강11로 288-32,126.684155535897,37.6542925703564,경기도,김포시,김포,스타벅스,1
스타벅스,오리역점,경기도 성남시 분당구 성남대로 32,127.1093341034,37.3386541002106,경기도,분당구,성남 분당,스타벅스,1
스타벅스,서현미래에셋빌딩점,경기도 성남시 분당구 황새울로359번길 11,127.123273300056,37.3879933232474,경기도,분당구,성남 분당,스타벅스,1
스타벅스,웨스턴돔점,경기도 고양시 일산동구 정발산로 24,126.772025233806,37.655888808787,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,일산식사점,경기도 고양시 일산동구 위시티2로11번길 31,126.81214407153401,37.6779239733226,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스정자아데나점,정자아데나점,경기도 성남시 분당구 성남대로 275,127.10760396940701,37.3608797851082,경기도,분당구,성남 분당,스타벅스,1
스타벅스,야탑점,경기도 성남시 분당구 성남대로926번길 6,127.129837212323,37.412172637737896,경기도,분당구,성남 분당,스타벅스,1
스타벅스김포풍무점,김포풍무점,경기도 김포시 풍무로 45-1,126.72050182595,37.599955990565796,경기도,김포시,김포,스타벅스,1
스타벅스아주대병원점,아주대병원점,경기도 수원시 영통구 월드컵로 164,127.047503987337,37.2794397582259,경기도,영통구,수원 영통,스타벅스,1
스타벅스AK평택역사점,AK평택역사점,경기도 평택시 평택로 51,127.083286992129,36.9918887250817,경기도,평택시,평택,스타벅스,1
스타벅스과천점,과천점,경기도 과천시 중앙로 129,126.990991690637,37.428297536729296,경기도,과천시,과천,스타벅스,1
스타벅스,롯데백화점중동점,경기도 부천시 길주로 300,126.775299219556,37.5025326300427,경기도,부천시,부천,스타벅스,1
스타벅스,별내점,경기도 남양주시 별내중앙로 64,127.123365273643,37.647976425047105,경기도,남양주시,남양주,스타벅스,1
스타벅스,동탄센트럴파크점,경기도 화성시 동탄지성로 104,127.063787852902,37.208320034429704,경기도,화성시,화성,스타벅스,1
스타벅스,풍산이마트,경기도 고양시 일산동구 무궁화로 237,126.787123286945,37.6738400054866,경기도,일산동구,고양 일산동,스타벅스,1
스타벅스,일산후곡점,경기도 고양시 일산서구 일산로 541,126.76756668708,37.6774214943807,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스,킨텍스이마트점,경기도 고양시 일산서구 킨텍스로 171,126.74405057490299,37.6615679464144,경기도,일산서구,고양 일산서,스타벅스,1
스타벅스,동탄이마트점,경기도 화성시 동탄중앙로 376,127.07971205197599,37.214365058365004,경기도,화성시,화성,스타벅스,1
스타벅스,고잔이마트점,경기도 안산시 단원구 원포공원1로 46,126.812841950909,37.3031525784688,경기도,단원구,안산 단원,스타벅스,1
스타벅스,뉴코아과천점,경기도 과천시 별양상가3로 11,126.99184346775499,37.4262864228926,경기도,과천시,과천,스타벅스,1
스타벅스,리빙프라자분당점,경기도 성남시 분당구 성남대로 601,127.123421044113,37.3850028386416,경기도,분당구,성남 분당,스타벅스,1
스타벅스김포이마트점,김포이마트점,경기도 김포시 김포한강7로 71,126.628265452666,37.6443214773566,경기도,김포시,김포,스타벅스,1
스타벅스,성남이마트점,경기도 성남시 수정구 수정로 201,127.141399637783,37.4442813117988,경기도,수정구,성남 수정,스타벅스,1
스타벅스커피신영통DT,,경기도 화성시 영통로 43,127.062969243552,37.234427409057005,경기도,화성시,화성,스타벅스,1
스타벅스,부천중동DT점,경기도 부천시 부흥로 193,126.76427260552099,37.496335807497296,경기도,부천시,부천,스타벅스,1
스타벅스,,경기도 양평군 양동면 양동역길 10-1,127.753329976084,37.419659012171,경기도,양평군,양평,스타벅스,1
스타벅스,수지성복DT점,경기도 용인시 수지구 성복2로 55,127.079186323404,37.3140579753161,경기도,수지구,용인 수지,스타벅스,1
스타벅스안양석수DT점,안양석수DT점,경기도 안양시 만안구 경수대로 1397,126.903477644844,37.4310052075979,경기도,만안구,안양 만안,스타벅스,1
