상호명,지점명,도로명주소,경도,위도,광역시도,시군구,ID,브랜드명,커피빈 매장수
더커피빈앤티리프,,서울특별시 강남구 광평로 280,127.10309432439101,37.487311037413605,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아명동8나길점,서울특별시 중구 명동8나길 20,126.98388954903,37.5614933584536,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아강남역GT타워옆점,서울특별시 서초구 서초대로73길 12,127.02571695694401,37.4985381518182,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아이대역점,서울특별시 서대문구 이화여대길 6,126.945998110077,37.5571965817685,서울특별시,서대문구,서울 서대문,커피빈,1
커피빈,코리아영동2교사거리점,서울특별시 강남구 논현로 136,127.043232821419,37.481876594572,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아외대앞점,코리아외대앞점,서울특별시 동대문구 이문로 106,127.06019706824,37.5960588132729,서울특별시,동대문구,서울 동대문,커피빈,1
커피빈,코리아뉴압구정점,서울특별시 강남구 논현로167길 9,127.02740564206199,37.5244122928567,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아소공동삼화빌딩점,서울특별시 중구 남대문로7길 16,126.981148104184,37.5641548377455,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아명동나인트리호텔점,서울특별시 중구 명동8가길 20,126.98598243349899,37.5615744256292,서울특별시,중구,서울 중구,커피빈,1
커피빈코리아삼청동점,코리아삼청동점,서울특별시 종로구 삼청로 109,126.981767990823,37.5851364085309,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아뉴선릉역점,서울특별시 강남구 테헤란로 327,127.04720966477899,37.5043811001854,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아영동고앞점,서울특별시 강남구 선릉로 749,127.039457996029,37.5214743850308,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아반포엘루체점,서울특별시 서초구 신반포로 23,126.987210696283,37.501737407512,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아청담카페점,서울특별시 강남구 도산대로67길 7,127.044408516548,37.5244880169564,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아목동트라팰리스점,서울특별시 양천구 오목로 299,126.870342171311,37.5260779264084,서울특별시,양천구,서울 양천,커피빈,1
커피빈,코리아교대역점,서울특별시 서초구 서초대로 280,127.012354946611,37.492957792054796,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아여의도역점,서울특별시 영등포구 의사당대로 110,126.923972675103,37.52100129157029,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아광화문역1번출구점,서울특별시 종로구 새문안로5가길 7,126.974023459841,37.572761149467205,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아신천역점,서울특별시 송파구 올림픽로 100,127.081676403989,37.5114120093593,서울특별시,송파구,서울 송파,커피빈,1
커피빈,코리아뉴가로수길점,서울특별시 강남구 압구정로12길 6,127.022325923935,37.5235503948197,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아언주로점,서울특별시 강남구 언주로 819,127.032781866655,37.523348151123,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아압구정시티점,서울특별시 강남구 도산대로49길 13,127.036974187175,37.5237248097997,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아현대자동차강남오토스퀘어점,코리아현대자동차강남오토스퀘어점,서울특별시 강남구 강남대로 350,127.029959127242,37.4940767955719,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아종로YMCA점,서울특별시 종로구 종로 69,126.985294475442,37.5705699246654,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아내방역7번출구유중아트점,서울특별시 서초구 방배로 178,126.992825964204,37.48953109657629,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아여의도신영증권별관점,서울특별시 영등포구 국제금융로8길 6,126.92968545198,37.5218010688175,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아학동역점,서울특별시 강남구 학동로 211,127.03203413062,37.514673901446,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아영동점,서울특별시 서초구 강남대로 503,127.022803927157,37.506848841525205,서울특별시,서초구,서울 서초,커피빈,1
커피빈코리아강변테크노마트점,코리아강변테크노마트점,서울특별시 광진구 광나루로56길 85,127.095680669092,37.535713409109995,서울특별시,광진구,서울 광진,커피빈,1
커피빈코리아홍대주차장길,,서울특별시 마포구 어울마당로 94,126.922082116243,37.553322435209,서울특별시,마포구,서울 마포,커피빈,1
커피빈코리아고대안암역,,서울특별시 성북구 개운사길 8,127.029558656269,37.5869806658445,서울특별시,성북구,서울 성북,커피빈,1
커피빈코리아뉴교보타워옆,,서울특별시 서초구 강남대로 449-3,127.024864400949,37.5023515888989,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아용산아이파크몰점,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157,서울특별시,용산구,서울 용산,커피빈,1
커피빈코리아선릉로86,,서울특별시 강남구 선릉로86길 11,127.05051384889799,37.5033624806187,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아서울대입구,,서울특별시 관악구 관악로 161,126.952165618801,37.4795992772291,서울특별시,관악구,서울 관악,커피빈,1
커피빈코리아동대문두타,,서울특별시 중구 장충단로 275,127.00876107145201,37.5688771077496,서울특별시,중구,서울 중구,커피빈,1
커피빈,강남대로센터점,서울특별시 강남구 강남대로 442,127.026044486533,37.5020549661299,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아국기원사거,,서울특별시 강남구 테헤란로8길 42,127.032149001631,37.496140153869206,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아세종문화회,,서울특별시 종로구 새문안로9길 25,126.97546930041901,37.5713410523375,서울특별시,종로구,서울 종로,커피빈,1
커피빈코리아명동성당앞,,서울특별시 중구 명동길 73,126.98621571950001,37.5644057026946,서울특별시,중구,서울 중구,커피빈,1
커피빈코리아보라매공원,,서울특별시 동작구 보라매로5길 35,126.923516694716,37.4921005826931,서울특별시,동작구,서울 동작,커피빈,1
커피빈코리아서초우성아,,서울특별시 서초구 사임당로 171,127.028336934523,37.492720890857704,서울특별시,서초구,서울 서초,커피빈,1
커피빈코리아대치포스코,,서울특별시 강남구 삼성로85길 11,127.056164781276,37.50458815090521,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아청담점,서울특별시 강남구 선릉로158길 10,127.040821546998,37.5254230653213,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아트레이드타,,서울특별시 강남구 영동대로 511,127.061012608393,37.510348492347795,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아강남역먹자,,서울특별시 강남구 테헤란로1길 29,127.027279995112,37.500100847200606,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아CBTL잠실홈플러스점,코리아CBTL잠실홈플러스점,서울특별시 송파구 올림픽로35가길 16,127.102985725638,37.5162432391894,서울특별시,송파구,서울 송파,커피빈,1
커피빈,코리아서초지파이브점,서울특별시 서초구 서초중앙로24길 27,127.01639342259399,37.495442355068,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아잠실신천점,서울특별시 송파구 석촌호수로 118,127.090004643288,37.5074307158543,서울특별시,송파구,서울 송파,커피빈,1
커피빈코리아압구정로데오점,코리아압구정로데오점,서울특별시 강남구 선릉로157길 12,127.03899126085301,37.5261110066291,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아대학로점,서울특별시 종로구 대학로10길 5,127.00256577337,37.581853991881296,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아중계동은행사거리점,서울특별시 노원구 한글비석로 263,127.076455974647,37.6512046410954,서울특별시,노원구,서울 노원,커피빈,1
커피빈,코리아동부이촌점,서울특별시 용산구 이촌로 303,126.98114151849501,37.5189042817897,서울특별시,용산구,서울 용산,커피빈,1
커피빈,코리아논현동팍스타워점,서울특별시 강남구 언주로 609,127.036664991663,37.509936177251,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아차병원점,서울특별시 강남구 논현로 566,127.034940318209,37.5068404935954,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아대치도곡역점,서울특별시 강남구 남부순환로 2911,127.05793503239401,37.492419988989504,서울특별시,강남구,서울 강남,커피빈,1
커피빈,바우하우스점,서울특별시 동대문구 답십리로 288,127.07236438040199,37.571916950764496,서울특별시,동대문구,서울 동대문,커피빈,1
커피빈,이대점,서울특별시 서대문구 이화여대길 68,126.944632876057,37.5593018304501,서울특별시,서대문구,서울 서대문,커피빈,1
커피빈,광화문점,서울특별시 종로구 종로 14,126.978841120047,37.5698024562943,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아CBTL서울스퀘어점,서울특별시 중구 한강대로 416,126.973739611968,37.5554947274348,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아매봉역점,서울특별시 강남구 논현로38길 42,127.04504016855499,37.4855675353595,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아여의도34번지점,서울특별시 영등포구 국제금융로 52,126.92949134082501,37.5227183747898,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아목동홈플러스점,서울특별시 양천구 목동서로 170,126.873277717693,37.5302327290978,서울특별시,양천구,서울 양천,커피빈,1
커피빈,코리아대치포스코뒷점,서울특별시 강남구 삼성로85길 11,127.056164781276,37.50458815090521,서울특별시,강남구,서울 강남,커피빈,1
커피빈,천호현대백화점옆점,서울특별시 강동구 천호대로 1015-14,127.12519757952101,37.538963301202,서울특별시,강동구,서울 강동,커피빈,1
커피빈,삼성동EXPRESS점,서울특별시 강남구 봉은사로103길 6,127.061757425653,37.5150038564702,서울특별시,강남구,서울 강남,커피빈,1
커피빈,수서점,서울특별시 강남구 광평로 280,127.10309432439101,37.487311037413605,서울특별시,강남구,서울 강남,커피빈,1
커피빈,건대스타시티점,서울특별시 광진구 아차산로 262,127.072944230258,37.5369968145663,서울특별시,광진구,서울 광진,커피빈,1
커피빈,명동5호점,서울특별시 중구 명동10길 15,126.985394931198,37.5631642235302,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아홍대역점,서울특별시 마포구 홍익로6길 26,126.923251025422,37.555459553489705,서울특별시,마포구,서울 마포,커피빈,1
커피빈,코리아종로관철동점,서울특별시 종로구 청계천로 83,126.986715259806,37.5684736910396,서울특별시,종로구,서울 종로,커피빈,1
커피빈,강남KTB점,서울특별시 강남구 강남대로 358,127.029776927322,37.4950484396584,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아선릉로86길점,서울특별시 강남구 선릉로86길 11,127.05051384889799,37.5033624806187,서울특별시,강남구,서울 강남,커피빈,1
커피빈,안국역점,서울특별시 종로구 율곡로 47,126.98457101031201,37.5763303655404,서울특별시,종로구,서울 종로,커피빈,1
커피빈,서강대학교점,서울특별시 마포구 백범로 35,126.943045399174,37.551493628889105,서울특별시,마포구,서울 마포,커피빈,1
커피빈,관훈점,서울특별시 종로구 인사동10길 5,126.98529158975501,37.574120001769096,서울특별시,종로구,서울 종로,커피빈,1
커피빈,삼성전자강남사옥점,서울특별시 서초구 서초대로74길 11,127.026895290214,37.496628616695105,서울특별시,서초구,서울 서초,커피빈,1
커피빈,올림픽공원북2문앞,서울특별시 강동구 강동대로 195,127.12825279632901,37.5243797641886,서울특별시,강동구,서울 강동,커피빈,1
커피빈남부터미널점,남부터미널점,서울특별시 서초구 서초중앙로 43,127.01556223138701,37.485532831951296,서울특별시,서초구,서울 서초,커피빈,1
커피빈,강남역142호점,서울특별시 서초구 강남대로65길 7,127.025310229469,37.5002468007788,서울특별시,서초구,서울 서초,커피빈,1
커피빈,대치역점,서울특별시 강남구 남부순환로 2942,127.062307522541,37.493635161918995,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아수유역점,코리아수유역점,서울특별시 강북구 도봉로 352,127.02702849877899,37.6386704071897,서울특별시,강북구,서울 강북,커피빈,1
커피빈,여의도역점,서울특별시 영등포구 의사당대로 110,126.924414010082,37.5202033823205,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아서초뱅뱅사거리점,서울특별시 서초구 강남대로 267,127.03232143447201,37.4871580335374,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아뉴교보타워옆점,서울특별시 서초구 강남대로 449-3,127.024864400949,37.5023515888989,서울특별시,서초구,서울 서초,커피빈,1
COFFEEBEAN영동2교사거리점,영동2교사거리점,서울특별시 강남구 논현로 136,127.043232821419,37.481876594572,서울특별시,강남구,서울 강남,커피빈,1
커피빈,압구정점,서울특별시 강남구 논현로175길 6,127.027900744457,37.52636263949079,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아포스코옆삼성로86길점,코리아포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11,127.058286255073,37.5058755720448,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아고대참살이길점,코리아고대참살이길점,서울특별시 성북구 인촌로24길 25,127.029527080303,37.5850521759835,서울특별시,성북구,서울 성북,커피빈,1
커피빈파크에비뉴엔터식스한양대점,파크에비뉴엔터식스한양대점,서울특별시 성동구 왕십리로 241,127.040008574127,37.557070331727,서울특별시,성동구,서울 성동,커피빈,1
커피빈,코리아상암한국지역정보개발원점,서울특별시 마포구 성암로 301,126.888228562225,37.5824543166653,서울특별시,마포구,서울 마포,커피빈,1
커피빈순화점,순화점,서울특별시 중구 통일로 78,126.96976016334999,37.562569291298104,서울특별시,중구,서울 중구,커피빈,1
커피빈,,서울특별시 강남구 삼성로85길 39,127.05426927656299,37.504221578426204,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아강남역랭기지,,서울특별시 강남구 테헤란로4길 28,127.030074547889,37.4965196043765,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아강남역142,,서울특별시 서초구 강남대로65길 7,127.025310229469,37.5002468007788,서울특별시,서초구,서울 서초,커피빈,1
커피빈코리아방배카페골목,,서울특별시 서초구 방배중앙로 187,126.985516688457,37.4957038434011,서울특별시,서초구,서울 서초,커피빈,1
커피빈코리아건대스타시티,,서울특별시 광진구 아차산로 262,127.073000466164,37.5370242876028,서울특별시,광진구,서울 광진,커피빈,1
커피빈,코리아상암DDMC점,서울특별시 마포구 매봉산로 75,126.892884654678,37.5784434320684,서울특별시,마포구,서울 마포,커피빈,1
커피빈코리아삼성오크우드,,서울특별시 강남구 삼성로 518,127.056219039363,37.508364008586895,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아강서그랜드아이파크점,서울특별시 강서구 화곡로 341,126.85092558688999,37.554282228897,서울특별시,강서구,서울 강서,커피빈,1
커피빈대치동나무병원점대치동나무병원점,대치동나무병원점,서울특별시 강남구 영동대로 225,127.06762057385299,37.4992547639566,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아대치사거리점,코리아대치사거리점,서울특별시 강남구 삼성로 352,127.05898958183901,37.50300680723979,서울특별시,강남구,서울 강남,커피빈,1
커피빈장안점,장안점,서울특별시 동대문구 장한로 115,127.070520095746,37.5709293133171,서울특별시,동대문구,서울 동대문,커피빈,1
커피빈코리아매헌역점,코리아매헌역점,서울특별시 서초구 동산로 1,127.04011850849899,37.4690022265171,서울특별시,서초구,서울 서초,커피빈,1
커피빈,강서그랜드아이파크점,서울특별시 강서구 화곡로 347,126.85127939869899,37.5548262918983,서울특별시,강서구,서울 강서,커피빈,1
커피빈,코리아홍대역8번출구점,서울특별시 마포구 양화로18안길 7,126.925076311931,37.556818733934996,서울특별시,마포구,서울 마포,커피빈,1
커피빈,코리아연대동문회관점,서울특별시 서대문구 성산로 515,126.94331269081499,37.5630203260611,서울특별시,서대문구,서울 서대문,커피빈,1
커피빈코리아서초역1번출구점,코리아서초역1번출구점,서울특별시 서초구 서초대로 250,127.009257830783,37.491994761973,서울특별시,서초구,서울 서초,커피빈,1
커피빈,강남대로점,서울특별시 서초구 강남대로 365,127.028337240378,37.4953159341662,서울특별시,서초구,서울 서초,커피빈,1
커피빈문래동점,문래동점,서울특별시 영등포구 선유로 63,126.88903680220501,37.5196416290174,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아잠원논현역점,서울특별시 서초구 신반포로47길 5,127.019436303055,37.510947756462,서울특별시,서초구,서울 서초,커피빈,1
커피빈예술의전당앞점,예술의전당앞점,서울특별시 서초구 반포대로 4,127.01316532553001,37.481214796629295,서울특별시,서초구,서울 서초,커피빈,1
커피빈코리아천호역점,코리아천호역점,서울특별시 강동구 올림픽로 659,127.123439105898,37.5403198653599,서울특별시,강동구,서울 강동,커피빈,1
커피빈삼성역글라스타워뒷점,삼성역글라스타워뒷점,서울특별시 강남구 영동대로85길 9,127.062874525423,37.5070834352286,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아도곡동지오빌딩점,코리아도곡동지오빌딩점,서울특별시 강남구 도곡로 206,127.04165288247299,37.4922619966497,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아송파파크하비오B1점,서울특별시 송파구 송파대로 111,127.12487230133101,37.4796170833121,서울특별시,송파구,서울 송파,커피빈,1
커피빈코리아노원역점,코리아노원역점,서울특별시 노원구 노해로 490,127.062397480367,37.65440053774,서울특별시,노원구,서울 노원,커피빈,1
커피빈,코리아여의도K타워점,서울특별시 영등포구 국제금융로8길 31,126.92800618968701,37.5197765092138,서울특별시,영등포구,서울 영등포,커피빈,1
커피빈,코리아강남역12번출구점,서울특별시 강남구 테헤란로 111,127.029263750169,37.4988737095725,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아강북구청앞점,서울특별시 강북구 한천로139길 25,127.025708529718,37.639101020702206,서울특별시,강북구,서울 강북,커피빈,1
커피빈,몽촌토성역점,서울특별시 송파구 위례성대로 2,127.112751353487,37.5169207098985,서울특별시,송파구,서울 송파,커피빈,1
커피빈코리아논현2015번지점,코리아논현2015번지점,서울특별시 강남구 강남대로112길 20,127.026033586479,37.505505913892705,서울특별시,강남구,서울 강남,커피빈,1
커피빈코리아합정푸르지오점,코리아합정푸르지오점,서울특별시 마포구 월드컵로3길 14,126.911635844887,37.55100103728871,서울특별시,마포구,서울 마포,커피빈,1
커피빈코리아구의삼성쉐르빌점,코리아구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106,127.09494009916,37.539879614567205,서울특별시,광진구,서울 광진,커피빈,1
커피빈코리아강동경희대병원앞점,코리아강동경희대병원앞점,서울특별시 강동구 동남로 885,127.155957377088,37.5526489455254,서울특별시,강동구,서울 강동,커피빈,1
커피빈,코리아현대시티몰가든파이브점,서울특별시 송파구 충민로 66,127.124940952848,37.477608217824,서울특별시,송파구,서울 송파,커피빈,1
커피빈코리아한티역디마크빌딩점,코리아한티역디마크빌딩점,서울특별시 강남구 도곡로 408,127.055213389641,37.496615204091,서울특별시,강남구,서울 강남,커피빈,1
커피빈,코리아한성대입구역점,서울특별시 성북구 삼선교로 12,127.007120538766,37.587568948849395,서울특별시,성북구,서울 성북,커피빈,1
커피빈코리아위례2차아이파크점,코리아위례2차아이파크점,서울특별시 송파구 위례광장로 230,127.14374389224501,37.478547924507,서울특별시,송파구,서울 송파,커피빈,1
커피빈,코리아신논현역2번출구점,서울특별시 서초구 강남대로 475,127.023838618381,37.5046948677776,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아혜화역1번출구점,서울특별시 종로구 대학로 128,127.002135605564,37.5826973345452,서울특별시,종로구,서울 종로,커피빈,1
커피빈,코리아합정역점,서울특별시 마포구 독막로 13,126.91505148563101,37.5488069061978,서울특별시,마포구,서울 마포,커피빈,1
커피빈,코리아종각역점,서울특별시 종로구 종로 70,126.98515637625401,37.569901966923105,서울특별시,종로구,서울 종로,커피빈,1
커피빈코리아상봉역점,코리아상봉역점,서울특별시 중랑구 망우로 291,127.084777091177,37.5964411963795,서울특별시,중랑구,서울 중랑,커피빈,1
커피빈,코리아문정역엠스테이트점,서울특별시 송파구 법원로 114,127.120997943551,37.4860489500657,서울특별시,송파구,서울 송파,커피빈,1
커피빈,코리아서초부띠크모나코점,서울특별시 서초구 서초대로 397,127.024498668666,37.4974288106161,서울특별시,서초구,서울 서초,커피빈,1
커피빈,코리아동교동삼거리점,서울특별시 마포구 양화로 196,126.92650273337,37.5583724887754,서울특별시,마포구,서울 마포,커피빈,1
커피빈,코리아응암동점,서울특별시 은평구 은평로 121,126.921074286152,37.6004373938409,서울특별시,은평구,서울 은평,커피빈,1
커피빈코리아양천향교역점,코리아양천향교역점,서울특별시 강서구 강서로 455,126.84033038221001,37.5660902741985,서울특별시,강서구,서울 강서,커피빈,1
커피빈,코이라마곡마커스빌딩점,서울특별시 강서구 마곡동로 55,126.833146869391,37.56000961482079,서울특별시,강서구,서울 강서,커피빈,1
커피빈,코리아방이역4번출구점,서울특별시 송파구 양재대로71길 1-20,127.12578093286699,37.509340841874106,서울특별시,송파구,서울 송파,커피빈,1
커피빈,종로구청앞점,서울특별시 종로구 종로3길 34,126.97946957868,37.57186226408621,서울특별시,종로구,서울 종로,커피빈,1
커피빈,연대동문회관점,서울특별시 서대문구 연세로 50,126.94291681751601,37.5638006863037,서울특별시,서대문구,서울 서대문,커피빈,1
커피빈,상수역점,서울특별시 마포구 와우산로10길 3,126.923175354186,37.5481334120258,서울특별시,마포구,서울 마포,커피빈,1
커피빈,코리아신용산역래미안점,서울특별시 용산구 한강대로 95,126.966401274358,37.528759804414705,서울특별시,용산구,서울 용산,커피빈,1
커피빈,미스리,서울특별시 송파구 도곡로64길 8,127.07885770470101,37.5051457354013,서울특별시,송파구,서울 송파,커피빈,1
커피빈,,서울특별시 동대문구 왕산로 175-1,127.04264035563699,37.57959982302,서울특별시,동대문구,서울 동대문,커피빈,1
커피빈,미스리,서울특별시 송파구 중대로 24,127.118887344542,37.49052953142571,서울특별시,송파구,서울 송파,커피빈,1
커피빈,별나라,서울특별시 강남구 역삼로77길 7,127.056264472694,37.5029580355234,서울특별시,강남구,서울 강남,커피빈,1
커피빈,왕십리민자역사점,서울특별시 성동구 왕십리광장로 17,127.038379235542,37.5614361598608,서울특별시,성동구,서울 성동,커피빈,1
커피빈,이태원몬드리안호텔점,서울특별시 용산구 장문로 23,126.99309341664801,37.5285578989796,서울특별시,용산구,서울 용산,커피빈,1
커피빈,코리아청계천을지로점,서울특별시 중구 남대문로10길 33,126.984494431701,37.567796847776606,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아교대법원점,서울특별시 서초구 서초중앙로 156,127.01351855740101,37.4956256258707,서울특별시,서초구,서울 서초,커피빈,1
커피빈,삼성루첸타워점,서울특별시 강남구 테헤란로 510,127.058634125746,37.5069956543708,서울특별시,강남구,서울 강남,커피빈,1
커피빈,동대입구역점,서울특별시 중구 동호로24길 11,127.005203625696,37.5597376320195,서울특별시,중구,서울 중구,커피빈,1
커피빈,코리아화곡역점,서울특별시 강서구 강서로 162,126.841018736099,37.5413817074657,서울특별시,강서구,서울 강서,커피빈,1
커피빈,,서울특별시 강동구 구천면로64길 6,127.139868299615,37.5502802018384,서울특별시,강동구,서울 강동,커피빈,1
커피빈,코리아서초중앙로점,서울특별시 서초구 서초중앙로 209,127.011805784905,37.5003058025711,서울특별시,서초구,서울 서초,커피빈,1
커피빈,KB국민은행노원역점,서울특별시 노원구 동일로 1405,127.06016081453001,37.653824097788004,서울특별시,노원구,서울 노원,커피빈,1
커피빈,송파헬리오시티점,서울특별시 송파구 송파대로 345,127.102518841,37.4976057949232,서울특별시,송파구,서울 송파,커피빈,1
커피빈고대세종캠퍼스점,고대세종캠퍼스점,세종특별자치시 세종특별자치시 조치원읍 세종로 2511,127.29100084253099,36.61169005387671,세종특별자치시,세종특별자치시,세종,커피빈,1
커피빈,코리아울산삼산동점,울산광역시 남구 삼산로 273,129.336798688725,35.5395324314302,울산광역시,남구,울산 남구,커피빈,1
울산바리스타디투커피빈,,울산광역시 중구 명륜로 70,129.311577468363,35.5577003691453,울산광역시,중구,울산 중구,커피빈,1
커피빈,,울산광역시 중구 명륜로 70,129.311577468363,35.5577003691453,울산광역시,중구,울산 중구,커피빈,1
커피빈,코리아울산업스퀘어점,울산광역시 남구 화합로 185,129.33891330709298,35.541365662001,울산광역시,남구,울산 남구,커피빈,1
커피빈,코리아인천스퀘어원1호점,인천광역시 연수구 청능대로 210,126.68360882355302,37.4059827608181,인천광역시,연수구,인천 연수,커피빈,1
커피빈,,인천광역시 부평구 장제로 199,126.730634152416,37.5033855967194,인천광역시,부평구,인천 부평,커피빈,1
커피빈,코리아부평문화의거리점,인천광역시 부평구 시장로 29,126.725597056737,37.4936542869714,인천광역시,부평구,인천 부평,커피빈,1
커피빈코리아인천구월동점,코리아인천구월동점,인천광역시 남동구 예술로 138,126.701008677583,37.446208388577496,인천광역시,남동구,인천 남동,커피빈,1
커피빈,코리아송도홈플러스점,인천광역시 연수구 송도국제대로 165,126.656362175768,37.3802128549139,인천광역시,연수구,인천 연수,커피빈,1
COFFEEBEAN송도홈플러스점,송도홈플러스점,인천광역시 연수구 송도국제대로 165,126.65677488275699,37.380496866483,인천광역시,연수구,인천 연수,커피빈,1
커피빈코리아인천스퀘어원,,인천광역시 연수구 청능대로 210,126.68360882355302,37.4059827608181,인천광역시,연수구,인천 연수,커피빈,1
커피빈,인천국제공항2호점,인천광역시 중구 공항로 272,126.42768975715201,37.458331260033795,인천광역시,중구,인천 중구,커피빈,1
커피빈,코리아송도트리플스트리트점,인천광역시 연수구 송도과학로16번길 33-4,126.66279177352699,37.3786638613824,인천광역시,연수구,인천 연수,커피빈,1
커피빈선학,,인천광역시 연수구 선학로68번길 7-4,126.701769398014,37.4237628853785,인천광역시,연수구,인천 연수,커피빈,1
커피빈,송도트리플점,인천광역시 연수구 송도과학로16번길 33-3,126.660941544716,37.379850320667295,인천광역시,연수구,인천 연수,커피빈,1
커피빈,영종도운서역점,인천광역시 중구 신도시남로142번길 6,126.491477637788,37.4934102770101,인천광역시,중구,인천 중구,커피빈,1
커피빈,인천공항제2여객터미널입구점,인천광역시 중구 제2터미널대로 444,126.432188550756,37.4702212449086,인천광역시,중구,인천 중구,커피빈,1
커피빈스빈,,전라남도 해남군 문내면 동영길 5,126.314255000578,34.596123050904396,전라남도,해남군,해남,커피빈,1
커피빈,,전라남도 여수시 대학로 18-1,127.702681880061,34.771724394243996,전라남도,여수시,여수,커피빈,1
커피빈,,전라북도 전주시 완산구 기린대로 213,127.146357293363,35.825731369728395,전라북도,완산구,완산,커피빈,1
커피빈,,전라북도 군산시 미원로 126-6,126.718340130218,35.979542033030704,전라북도,군산시,군산,커피빈,1
커피빈,,충청남도 금산군 금산읍 비선길 44,127.49071672285,36.10252974085321,충청남도,금산군,금산,커피빈,1
커피빈,코리아천안신부동점,충청남도 천안시 동남구 만남로 48,127.15738418441002,36.818596485833794,충청남도,동남구,동남,커피빈,1
커피빈,파비뇽점,충청북도 청주시 흥덕구 월명로 212,127.455569382046,36.653704747195,충청북도,흥덕구,흥덕,커피빈,1
커피빈,,충청북도 제천시 내제로 74,128.20310421597,37.136041829978794,충청북도,제천시,제천,커피빈,1
커피빈,코리아청주점,충청북도 청주시 상당구 상당로69번길 20,127.489295300528,36.6345321837491,충청북도,상당구,상당,커피빈,1
커피빈,,충청북도 음성군 금왕읍 무극로 281,127.59280383943701,36.9930177316164,충청북도,음성군,음성,커피빈,1
커피빈,,충청북도 제천시 죽하로 71-3,128.224848064823,37.158206699311705,충청북도,제천시,제천,커피빈,1
