상호명,지점명,도로명주소,경도,위도,광역시도,시군구,ID,브랜드명,이디야 매장수
이디야커피,부천소사점,경기도 부천시 소사로 214,126.79572308840099,37.477270274189294,경기도,부천시,부천,이디야,1
이디야커피,풍무역점,경기도 김포시 유현로238번길 8,126.731082798906,37.6117203669436,경기도,김포시,김포,이디야,1
이디야커피,문산역점,경기도 파주시 문산읍 문산역로 91,126.786874194061,37.8544693559786,경기도,파주시,파주,이디야,1
이디야커피,수원고색산업단지점,경기도 수원시 권선구 산업로156번길 201,126.987204106746,37.241895483065,경기도,권선구,수원 권선,이디야,1
이디야커피,에스케이엔테크노파크점,경기도 성남시 중원구 사기막골로 124,127.17658256230699,37.439972228107294,경기도,중원구,성남 중원,이디야,1
이디야커피,양평롯데마트점,경기도 양평군 양평읍 남북로 76,127.502597668633,37.4895332470874,경기도,양평군,양평,이디야,1
이디야커피,범골점,경기도 의정부시 범골로 110,127.038322532085,37.7345782960612,경기도,의정부시,의정부,이디야,1
이디야커피,인덕원역점,경기도 안양시 동안구 흥안대로 517,126.97636115638299,37.3999774530296,경기도,동안구,안양 동안,이디야,1
이디야커피,시흥한라비발디점,경기도 시흥시 배곧1로 27-16,126.71729037761001,37.3629225536705,경기도,시흥시,시흥,이디야,1
이디야커피,안산고잔주공점,경기도 안산시 단원구 예술대학로 83,126.837116014438,37.3243974850274,경기도,단원구,안산 단원,이디야,1
이디야커피,수원고색점,경기도 수원시 권선구 매송고색로691번길 2,126.98018537498301,37.2508731691854,경기도,권선구,수원 권선,이디야,1
이디야커피,오산고현점,경기도 오산시 남부대로 411-12,127.08201470048901,37.1358334148415,경기도,오산시,오산,이디야,1
이디야커피,죽전벽산점,경기도 용인시 수지구 용구대로2801번길 2,127.10815001243999,37.335716654889104,경기도,수지구,용인 수지,이디야,1
이디야커피,이마트평택점,경기도 평택시 영신로 29,127.075530089011,37.0211063432666,경기도,평택시,평택,이디야,1
이디야커피,,경기도 안산시 상록구 본오로 55,126.866076846803,37.290023384990604,경기도,상록구,안산 상록,이디야,1
이디야커피,동탄영천점,경기도 화성시 지산1길 25-12,127.110723323817,37.2081860823265,경기도,화성시,화성,이디야,1
이디야커피,일산이마트점,경기도 고양시 일산동구 중앙로 1124,126.78223916826599,37.648074793390705,경기도,일산동구,고양 일산동,이디야,1
이디야커피,덕양구청점,경기도 고양시 덕양구 화중로104번길 26,126.83250649361099,37.635797546518795,경기도,덕양구,고양 덕양,이디야,1
이디야커피,수지E편한세상점,경기도 용인시 수지구 포은대로313번길 7-10,127.085203196467,37.314681337123,경기도,수지구,용인 수지,이디야,1
이디야커피,광명소하이마트점,경기도 광명시 소하로 97,126.88453513444999,37.4465873861951,경기도,광명시,광명,이디야,1
이디야커피,신곡중앙점,경기도 의정부시 부용로 209-1,127.079848579458,37.749947820615795,경기도,의정부시,의정부,이디야,1
이디야커피,,경기도 남양주시 화도읍 북한강로 1132-19,127.343410305245,37.6147698387897,경기도,남양주시,남양주,이디야,1
이디야커피,수원오목천점,경기도 수원시 권선구 삼천병마로1592번길 3,126.963741677288,37.244936404513105,경기도,권선구,수원 권선,이디야,1
이디야커피,월피점,경기도 안산시 상록구 광덕산2로 17,126.84523377223499,37.3358484442223,경기도,상록구,안산 상록,이디야,1
이디야커피,광명휴먼시아점,경기도 광명시 성채로50번길 15,126.880184464369,37.432913315048204,경기도,광명시,광명,이디야,1
이디야커피,의정부호원중앙점,경기도 의정부시 신흥로 64,127.044146360967,37.7219302662777,경기도,의정부시,의정부,이디야,1
이디야커피,일산강선마을점,경기도 고양시 일산서구 중앙로 1376,126.76660401480801,37.667779644899,경기도,일산서구,고양 일산서,이디야,1
이디야커피,홈플러스안산점,경기도 안산시 상록구 충장로 432,126.85008834611799,37.3171985905091,경기도,상록구,안산 상록,이디야,1
이디야커피,파주봉일천점,경기도 파주시 조리읍 봉천로 34,126.80805186538299,37.7437552908213,경기도,파주시,파주,이디야,1
이디야커피,오산궐동점,경기도 오산시 궐리사로 20,127.05463365092899,37.1600292601371,경기도,오산시,오산,이디야,1
이디야커피,광명소하점,경기도 광명시 금하로 458,126.88329927164101,37.4483778188491,경기도,광명시,광명,이디야,1
이디야커피,양주옥정로데오점,경기도 양주시 옥정로 204,127.092123062596,37.819844755497705,경기도,양주시,양주,이디야,1
이디야커피,수원팔달로점,경기도 수원시 팔달구 중부대로 1,127.017042506972,37.27538814217029,경기도,팔달구,수원 팔달,이디야,1
이디야커피,안산한대앞역점,경기도 안산시 상록구 광덕1로 380,126.85175000788601,37.3080868968134,경기도,상록구,안산 상록,이디야,1
이디야커피,가평설악점,경기도 가평군 설악면 유명로 1600,127.487775619435,37.672521689150706,경기도,가평군,가평,이디야,1
이디야커피,광주송정동점,경기도 광주시 중앙로 205,127.256571983227,37.417939365055794,경기도,광주시,광주,이디야,1
이디야커피,,경기도 여주시 세종로 151,127.635651056504,37.2842609989925,경기도,여주시,여주,이디야,1
이디야커피,다문중앙점,경기도 양평군 용문면 다문중앙1길 7,127.592198862616,37.4843978928125,경기도,양평군,양평,이디야,1
이디야커피,금정코레일점,경기도 군포시 군포로 750,126.943374838925,37.37227685539379,경기도,군포시,군포,이디야,1
이디야커피,화성석우IT점,경기도 화성시 동학산2길 8-7,127.07519147537901,37.2247285441966,경기도,화성시,화성,이디야,1
이디야커피,광주경안점,경기도 광주시 경안로 17,127.25884469058599,37.4097177440556,경기도,광주시,광주,이디야,1
이디야커피,동아방송대점,경기도 안성시 삼죽면 동아예대길 47,127.353272935696,37.0623339163394,경기도,안성시,안성,이디야,1
이디야커피점,,경기도 부천시 송내대로 31,126.75277996749901,37.4863126559242,경기도,부천시,부천,이디야,1
이디야커피,마석역점,경기도 남양주시 화도읍 마석중앙로 101,127.310998000966,37.6521589021117,경기도,남양주시,남양주,이디야,1
이디야커피,수원광교레이크타운점,경기도 수원시 영통구 법조로 38,127.06213874699101,37.286882470635796,경기도,영통구,수원 영통,이디야,1
이디야커피,용인마북중앙점,경기도 용인시 기흥구 용구대로 2398,127.10727124933901,37.300297288921,경기도,기흥구,용인 기흥,이디야,1
이디야커피점,,경기도 부천시 조마루로85번길 7-62,126.75270639846701,37.5009356597792,경기도,부천시,부천,이디야,1
이디야커피,남양주오남점,경기도 남양주시 오남읍 진건오남로 552,127.21068494259899,37.6827424430413,경기도,남양주시,남양주,이디야,1
이디야커피,양주해동마을점,경기도 양주시 고읍남로39번길 129-8,127.08171768241999,37.7887602402201,경기도,양주시,양주,이디야,1
이디야커피,파주야당동점,경기도 파주시 송학1길 135-25,126.763133198023,37.7157038353191,경기도,파주시,파주,이디야,1
이디야커피,수원화서점,경기도 수원시 팔달구 화산로 56,126.98523614945,37.2894560137488,경기도,팔달구,수원 팔달,이디야,1
이디야커피,파주스타핀볼링장점,경기도 파주시 월롱산로 68,126.76378715618799,37.782096186886605,경기도,파주시,파주,이디야,1
이디야커피,수내로데오점,경기도 성남시 분당구 황새울로258번길 10-7,127.116261903215,37.380173839622294,경기도,분당구,성남 분당,이디야,1
이디야커피,평촌스마트스퀘어점,경기도 안양시 동안구 시민대로327번길 6,126.96695345846202,37.396642784933206,경기도,동안구,안양 동안,이디야,1
이디야커피,평택삼성점,경기도 평택시 고덕면 삼성로 28-239,127.066194661855,37.0373436654914,경기도,평택시,평택,이디야,1
이디야커피,용인포곡점,경기도 용인시 처인구 포곡읍 포곡로 220,127.227731857028,37.2755714146479,경기도,처인구,용인 처인,이디야,1
이디야커피,일산코레일점,경기도 고양시 일산서구 경의로 672,126.769461467572,37.682126522603895,경기도,일산서구,고양 일산서,이디야,1
이디야커피,가평터미널점,경기도 가평군 가평읍 가화로 51,127.515454064187,37.8245724131605,경기도,가평군,가평,이디야,1
이디야커피,일산동국점,경기도 고양시 일산동구 동국로 18,126.807588349261,37.6757065598125,경기도,일산동구,고양 일산동,이디야,1
이디야커피,동탄으뜸U테크밸리점,경기도 화성시 동탄기흥로 559,127.09229189944901,37.21103794089571,경기도,화성시,화성,이디야,1
이디야커피,퇴계원코레일점,경기도 남양주시 퇴계원면 경춘북로 541,127.14353837748502,37.6478002303001,경기도,남양주시,남양주,이디야,1
이디야커피,하남미사중앙점,경기도 하남시 미사강변중앙로 221,127.18848305353599,37.5663297407659,경기도,하남시,하남,이디야,1
이디야커피,에스프레소,경기도 용인시 수지구 성복2로 226,127.06265119394101,37.320109594996794,경기도,수지구,용인 수지,이디야,1
이디야커피숍,,경기도 안산시 단원구 선부로 110-1,126.80738702835899,37.341419978473,경기도,단원구,안산 단원,이디야,1
이디야커피,동탄치동점,경기도 화성시 동탄대로21가길 4-10,127.097362276204,37.207210954432504,경기도,화성시,화성,이디야,1
이디야커피,포천개성인삼농협점,경기도 포천시 호국로 1423,127.191776452604,37.885821982877005,경기도,포천시,포천,이디야,1
이디야커피,갈매비발디점,경기도 구리시 갈매순환로 198,127.12160295237801,37.6369255794485,경기도,구리시,구리,이디야,1
이디야커피,,경기도 남양주시 다산중앙로172번길 38,127.156384077138,37.6281869894461,경기도,남양주시,남양주,이디야,1
이디야커피,김포풍무점,경기도 김포시 풍무로 97,126.721867315324,37.6042055592026,경기도,김포시,김포,이디야,1
이디야커피,부천옥길헤리움점,경기도 부천시 범안로 221,126.812732545861,37.4626382960409,경기도,부천시,부천,이디야,1
이디야커피,남양주다산역점,경기도 남양주시 다산중앙로123번길 22-16,127.15130677786301,37.6243661942811,경기도,남양주시,남양주,이디야,1
이디야커피,용인농서점,경기도 용인시 기흥구 서천로202번길 5,127.069670261235,37.2302090371695,경기도,기흥구,용인 기흥,이디야,1
이디야커피,에스프레소,경기도 성남시 중원구 광명로 373,127.16704754951701,37.4468616977582,경기도,중원구,성남 중원,이디야,1
이디야커피,HEPBURN,경기도 오산시 오산로198번길 21,127.070752567103,37.1446846908736,경기도,오산시,오산,이디야,1
이디야커피,동탄체육공원점,경기도 화성시 왕배산2길 4-20,127.124454468354,37.1800747037684,경기도,화성시,화성,이디야,1
이디야커피,안양석수역점,경기도 안양시 만안구 연현로 101,126.90207813965701,37.433217823856,경기도,만안구,안양 만안,이디야,1
이디아,동탄삼성점,경기도 화성시 삼성전자로 1,127.06331899284099,37.22346381523629,경기도,화성시,화성,이디야,1
이디야커피,수원광교웰빙점,경기도 수원시 영통구 웰빙타운로49번길 36,127.047104743967,37.30394612069421,경기도,영통구,수원 영통,이디야,1
이디야커피,용인서천점,경기도 용인시 기흥구 서그내로 31,127.074275411982,37.2443563077817,경기도,기흥구,용인 기흥,이디야,1
이디야커피,,경기도 시흥시 정왕대로233번안길 1,126.741307825228,37.3469886693859,경기도,시흥시,시흥,이디야,1
이디야커피,미사센트럴점,경기도 하남시 미사강변남로 45,127.186603310121,37.560144574381496,경기도,하남시,하남,이디야,1
이디야커피,화성동탄SKV1,경기도 화성시 동탄순환대로 830,127.09704759165199,37.209983953942796,경기도,화성시,화성,이디야,1
이디야커피,화성발안점,경기도 화성시 향남읍 발안공단로 90,126.909421819825,37.0869100292128,경기도,화성시,화성,이디야,1
이디야커피,화성우정화산점,경기도 화성시 우정읍 기아자동차로 687,126.808575166422,37.068917969213295,경기도,화성시,화성,이디야,1
이디야커피,시흥배곧신도시점,경기도 시흥시 서울대학로264번길 50,126.72875212969,37.36671358182279,경기도,시흥시,시흥,이디야,1
이디야커피,경기광주세무서점,경기도 광주시 포돌이로 1,127.250853829673,37.4147044305463,경기도,광주시,광주,이디야,1
이디야커피,수원광교법조타운점,경기도 수원시 영통구 광교중앙로266번길 40,127.06908936527799,37.2920825582699,경기도,영통구,수원 영통,이디야,1
이디야커피,역북점,경기도 용인시 처인구 중부대로1313번길 2,127.190955437236,37.2360016949832,경기도,처인구,용인 처인,이디야,1
북한강이디야35127,,경기도 남양주시 화도읍 북한강로 1132-13,127.34313585112601,37.6150656599074,경기도,남양주시,남양주,이디야,1
이디야커피,안산초지푸르지오점,경기도 안산시 단원구 화랑로 170,126.806725929281,37.32257209683979,경기도,단원구,안산 단원,이디야,1
이디야커피,다산중앙점,경기도 남양주시 다산순환로 397-54,127.15836319729999,37.62146130924871,경기도,남양주시,남양주,이디야,1
이디야커피,풍무역점,경기도 김포시 유현로238번길 31,126.73283267463002,37.611387775531504,경기도,김포시,김포,이디야,1
이디야커피,하남광암동점,경기도 하남시 초광로 110,127.17317909684401,37.5304425792654,경기도,하남시,하남,이디야,1
이디야커피,안양SKV1점,경기도 안양시 동안구 엘에스로116번길 25-32,126.948769490125,37.374045969007895,경기도,동안구,안양 동안,이디야,1
이디야커피,남양주다산에일린의뜰점,경기도 남양주시 다산지금로16번길 88,127.17077949012199,37.607114443282796,경기도,남양주시,남양주,이디야,1
이디야커피,고양지축점,경기도 고양시 덕양구 삼송로 299,126.90729547061301,37.652831498246,경기도,덕양구,고양 덕양,이디야,1
이디야커피,김포호수초교점,경기도 김포시 김포한강5로 385,126.630241139558,37.649651326355205,경기도,김포시,김포,이디야,1
이디야커피,병점홈플러스점,경기도 화성시 경기대로 985,127.03674038677201,37.2037328443231,경기도,화성시,화성,이디야,1
이디야커피,의정부홈플러스점,경기도 의정부시 청사로 38,127.070981200972,37.7521578405133,경기도,의정부시,의정부,이디야,1
이디야커피,포천송우리중앙점,경기도 포천시 소흘읍 송우로 74,127.141254000939,37.83007928794,경기도,포천시,포천,이디야,1
이디야커피,능곡역점,경기도 고양시 덕양구 토당로 54,126.820383578953,37.620738044412,경기도,덕양구,고양 덕양,이디야,1
이디야커피,일산킨텍스꿈에그린점,경기도 고양시 일산서구 킨텍스로 240,126.75107376404101,37.665850234489206,경기도,일산서구,고양 일산서,이디야,1
이디야커피,수원일월공원점,경기도 수원시 장안구 일월로 68,126.977485028856,37.2888576674633,경기도,장안구,수원 장안,이디야,1
이디야커피,남양주마석가구공단점,경기도 남양주시 화도읍 경춘로 1718,127.28195425501998,37.6554547286811,경기도,남양주시,남양주,이디야,1
이디야커피,안성공도점,경기도 안성시 공도읍 공도3로 14,127.17055385959401,37.00106435784139,경기도,안성시,안성,이디야,1
이디야커피,고양벽제삼거리점,경기도 고양시 덕양구 혜음로 166,126.901320893235,37.7152435966674,경기도,덕양구,고양 덕양,이디야,1
이디야커피,다산부영점,경기도 남양주시 다산중앙로82번안길 122,127.16526828013201,37.6117790580859,경기도,남양주시,남양주,이디야,1
이디야커피,갈매로데오점,경기도 구리시 갈매중앙로 89-10,127.11697008659401,37.6329894905667,경기도,구리시,구리,이디야,1
이디야커피,삼육대점,경기도 남양주시 불암로 25-39,127.11006503441001,37.643876231274795,경기도,남양주시,남양주,이디야,1
거산파트너스구래아크라시티이디야점,,경기도 김포시 김포한강10로133번길 84,126.62041742904499,37.64163507491921,경기도,김포시,김포,이디야,1
이디야커피,파주운정호수공원점,경기도 파주시 가온로 172,126.751418200575,37.7196798974067,경기도,파주시,파주,이디야,1
이디야커피,화성남양중앙점,경기도 화성시 남양읍 역골중앙로 118,126.827226984817,37.209142648454,경기도,화성시,화성,이디야,1
이디야커피,평내중앙점,경기도 남양주시 경춘로 1298,127.236810524074,37.6491252945982,경기도,남양주시,남양주,이디야,1
이디야커피,안산고잔로데오점,경기도 안산시 단원구 광덕2로 164,126.82832997325899,37.3096414432249,경기도,단원구,안산 단원,이디야,1
이디야커피,안성아양지구점,경기도 안성시 아양1로 73,127.258446201576,37.0082153348705,경기도,안성시,안성,이디야,1
이디야커피,시흥프라임캐슬점,경기도 시흥시 포도원로116번길 25,126.78906451523599,37.4337719560948,경기도,시흥시,시흥,이디야,1
이디야커피,광명역사점,경기도 광명시 광명역로 21,126.884859475286,37.416351063850605,경기도,광명시,광명,이디야,1
이디야커피,호수동점,경기도 안산시 단원구 광덕대로 130,126.830632484603,37.308105371313204,경기도,단원구,안산 단원,이디야,1
이디야커피,광교중앙점,경기도 수원시 영통구 센트럴타운로 103,127.049610802937,37.2921440165205,경기도,영통구,수원 영통,이디야,1
이디야커피,안산수암동점,경기도 안산시 상록구 수암2길 3,126.87685998510099,37.364212100851496,경기도,상록구,안산 상록,이디야,1
이디야커피,인덕원벌말점,경기도 안양시 동안구 흥안대로456번길 42,126.977971253431,37.3936929253296,경기도,동안구,안양 동안,이디야,1
이디야커피,평택용죽점,경기도 평택시 용죽5길 5-9,127.126837143225,36.994190543308605,경기도,평택시,평택,이디야,1
이디야커피,원시역점,경기도 안산시 단원구 별망로 555,126.78695501879801,37.3010338643855,경기도,단원구,안산 단원,이디야,1
이디야커피,수원삼성정문점,경기도 수원시 영통구 삼성로 186-1,127.058308115593,37.2594228503218,경기도,영통구,수원 영통,이디야,1
이디야커피,경기광주밀목점,경기도 광주시 중앙로 351,127.259882649841,37.430512190120794,경기도,광주시,광주,이디야,1
이디야커피,안성죽산점,경기도 안성시 죽산면 죽주로 287-1,127.42686332613701,37.076454702050704,경기도,안성시,안성,이디야,1
이디야커피,오남역점,경기도 남양주시 오남읍 진건오남로 933,127.19160403678801,37.705724771522895,경기도,남양주시,남양주,이디야,1
이디야커피,분당서현시범단지점,경기도 성남시 분당구 중앙공원로40번길 8,127.13015608027399,37.379700158752605,경기도,분당구,성남 분당,이디야,1
이디야커피,대부도펜션타운점,경기도 안산시 단원구 참살이2길 12,126.624368012799,37.233208286613205,경기도,단원구,안산 단원,이디야,1
이디야커피,남양주다산푸르지오점,경기도 남양주시 다산중앙로82번길 72-39,127.163737672441,37.6189946134266,경기도,남양주시,남양주,이디야,1
이디야커피,일산MBC점,경기도 고양시 일산동구 정발산로 38,126.77311114669901,37.6567020093843,경기도,일산동구,고양 일산동,이디야,1
이디야커피,김포하성점,경기도 김포시 하성면 애기봉로 868,126.633842142015,37.7196283232301,경기도,김포시,김포,이디야,1
이디야커피,하남테크노밸리U1점,경기도 하남시 하남대로 939,127.194928797833,37.545892843305005,경기도,하남시,하남,이디야,1
이디야커피,화정별빛마을점,경기도 고양시 덕양구 화신로 319,126.826279433596,37.6326362521255,경기도,덕양구,고양 덕양,이디야,1
이디야커피,산척중앙점,경기도 화성시 동탄산척로2나길 10-11,127.112905597465,37.17477138267989,경기도,화성시,화성,이디야,1
이디야커피,오산운암점,경기도 오산시 운암로 113,127.077949983724,37.156365225264395,경기도,오산시,오산,이디야,1
이디야커피,시흥장현지구점,경기도 시흥시 장현서3길 14-1,126.79622609623199,37.3731953689545,경기도,시흥시,시흥,이디야,1
이디야커피,부천신흥시장점,경기도 부천시 중동로 404,126.770398208274,37.5158710666621,경기도,부천시,부천,이디야,1
이디야커피,부천심곡본동점,경기도 부천시 성주로176번길 28,126.775400516629,37.477629032589896,경기도,부천시,부천,이디야,1
이디야커피,안산고잔홈플러스점,경기도 안산시 단원구 광덕대로 175,126.828926524554,37.3119090276819,경기도,단원구,안산 단원,이디야,1
이디야커피,동아방송대점,경기도 안성시 삼죽면 동아예대길 50,127.363090370527,37.0568360030548,경기도,안성시,안성,이디야,1
이디야커피,기흥삼성점,경기도 용인시 기흥구 삼성2로 97,127.089812031196,37.2261484008115,경기도,기흥구,용인 기흥,이디야,1
이디야커피,경기광주능평점,경기도 광주시 오포읍 능평로 210,127.177942665074,37.344458121061294,경기도,광주시,광주,이디야,1
이디야커피,김포풍무중앙점,경기도 김포시 양도로19번길 8,126.72504484042,37.6071412003689,경기도,김포시,김포,이디야,1
이디야커피,시흥목감상업지구점,경기도 시흥시 목감남서로 9-33,126.853310724482,37.3783310172756,경기도,시흥시,시흥,이디야,1
이디야커피,수지풍덕천점,경기도 용인시 수지구 정평로 40-4,127.08770370787201,37.31968364834,경기도,수지구,용인 수지,이디야,1
이디야커피,용인백암점,경기도 용인시 처인구 백암면 덕평로 1-1,127.37065952470199,37.1707886383803,경기도,처인구,용인 처인,이디야,1
이디야커피,남양주도농빙그레점,경기도 남양주시 미금로 50,127.152077302619,37.6093873481328,경기도,남양주시,남양주,이디야,1
이디야커피,미사골드프라자점,경기도 하남시 미사강변대로34번길 82,127.188027607279,37.556144677195896,경기도,하남시,하남,이디야,1
이디야커피,용인천리점,경기도 용인시 처인구 이동읍 백옥대로 618,127.20725076119301,37.1919755624633,경기도,처인구,용인 처인,이디야,1
이디야커피,안산사동중앙점,경기도 안산시 상록구 항가울로 19,126.847112942772,37.2837489319566,경기도,상록구,안산 상록,이디야,1
이디야커피,파주농민식자재마트점,경기도 파주시 조리읍 통일로 43,126.835389989274,37.7311442199533,경기도,파주시,파주,이디야,1
이디야커피,의정부종합운동장점,경기도 의정부시 진등로 11,127.032397612075,37.7591906812576,경기도,의정부시,의정부,이디야,1
이디야커피,의정부장암역점,경기도 의정부시 동일로128번길 13,127.055842586591,37.700372882451,경기도,의정부시,의정부,이디야,1
이디야커피,하남검단산역점,경기도 하남시 대청로 73,127.22069320047702,37.5408034974466,경기도,하남시,하남,이디야,1
이디야커피,하남현대지식산업센터점,경기도 하남시 미사대로 550,127.206447039831,37.5567654918946,경기도,하남시,하남,이디야,1
이디야커피,남양주다산한강초교점,경기도 남양주시 다산지금로146번길 8-31,127.17306097617599,37.6005257651495,경기도,남양주시,남양주,이디야,1
이디야커피,경기광주회덕점,경기도 광주시 이배재로 150,127.239400741131,37.4290305595427,경기도,광주시,광주,이디야,1
이디아커피,정자역점,경기도 성남시 분당구 성남대로 345,127.107690304705,37.3669356983761,경기도,분당구,성남 분당,이디야,1
이디야커피,,경기도 화성시 영천로 61,127.104497648901,37.2078147839638,경기도,화성시,화성,이디야,1
이디야커피,광명역자이타워,경기도 광명시 새빛공원로 67,126.888369013862,37.419663963157795,경기도,광명시,광명,이디야,1
이디야커피,북판교고등점,경기도 성남시 수정구 청계산로1길 25,127.094711297602,37.428569699921105,경기도,수정구,성남 수정,이디야,1
이디야커피,평택고덕중앙점,경기도 평택시 고덕면 고덕여염12길 22,127.05367571842301,37.0434352106622,경기도,평택시,평택,이디야,1
이디야커피,의정부고산신도시점,경기도 의정부시 서광로 169,127.110443108328,37.73181081697221,경기도,의정부시,의정부,이디야,1
이디야커피,화성향남시범점,경기도 화성시 향남읍 행정중앙1로 10,126.915816860336,37.12593244055579,경기도,화성시,화성,이디야,1
이디야커피,운유초교점,경기도 김포시 김포한강2로 232,126.66069497885701,37.645577113269205,경기도,김포시,김포,이디야,1
이디야커피,의정부금오사거리점,경기도 의정부시 금신로 410,127.05405120651301,37.7494012094432,경기도,의정부시,의정부,이디야,1
이디야커피,안산그랑시티자이점,경기도 안산시 상록구 해양4로 31,126.82894701666201,37.280759255109,경기도,상록구,안산 상록,이디야,1
이디야커피,0120,경기도 남양주시 화도읍 경춘로 1815,127.291702518268,37.656477782801,경기도,남양주시,남양주,이디야,1
이디야커피,비산사거리점,경기도 안양시 동안구 경수대로883번길 96,126.933958341574,37.3978276536068,경기도,동안구,안양 동안,이디야,1
이디아커피덕풍초교점,,경기도 하남시 신장로 200,127.199136045217,37.542956968346,경기도,하남시,하남,이디야,1
이디야커피,안산본오동2호점,경기도 안산시 상록구 샘골로 184,126.863554324324,37.3002714199004,경기도,상록구,안산 상록,이디야,1
이디야커피,양주삼숭점,경기도 양주시 삼숭로38번길 102,127.10663226613,37.7958896111345,경기도,양주시,양주,이디야,1
이디야커피,남양주팔당한강점,경기도 남양주시 와부읍 팔당로 153,127.247700221697,37.544582885707705,경기도,남양주시,남양주,이디야,1
이디야커피,평택고덕삼성반도체바이오점,경기도 평택시 고덕면 고덕여염9길 25,127.049318479857,37.039471472908396,경기도,평택시,평택,이디야,1
이디야커피,수정구청점,경기도 성남시 수정구 수정로 285,127.146361853787,37.450165203433,경기도,수정구,성남 수정,이디야,1
이디야커피,대부북동점,경기도 안산시 단원구 대부황금로 1203,126.57754149719601,37.2657597021295,경기도,단원구,안산 단원,이디야,1
이디야커피,오산수청점,경기도 오산시 내삼미로79번길 31,127.064522476558,37.170695743397104,경기도,오산시,오산,이디야,1
이디야커피,,경상남도 창원시 마산회원구 315대로 741,128.582100579151,35.2382698312094,경상남도,마산회원구,창원 회원,이디야,1
이디야커피,양산북정점,경상남도 양산시 북정로 17,129.042376026479,35.3592191960693,경상남도,양산시,양산,이디야,1
이디야커피,거제아주점,경상남도 거제시 아주1로2길 26-1,128.689188492302,34.8673246349286,경상남도,거제시,거제,이디야,1
이디야커피,밀양내이동점,경상남도 밀양시 중앙로 381,128.751154907771,35.4956854418592,경상남도,밀양시,밀양,이디야,1
이디야커피,거제고현점,경상남도 거제시 거제중앙로29길 13,128.620931637621,34.8896701066308,경상남도,거제시,거제,이디야,1
이디야커피,소답점,경상남도 창원시 의창구 읍성로 59,128.62469524530198,35.2651900122629,경상남도,의창구,창원 의창,이디야,1
이디야커피,함안점,경상남도 함안군 가야읍 함마대로 1504,128.400160210925,35.2754615666511,경상남도,함안군,함안,이디야,1
이디야커피,,경상남도 창원시 마산합포구 315대로 156,128.565192121481,35.19241354257311,경상남도,마산합포구,창원 합포,이디야,1
이디아커피경남,과기대점,경상남도 진주시 강남로167번길 10,128.094742279474,35.183058282459506,경상남도,진주시,진주,이디야,1
이디야커피,호탄동점,경상남도 진주시 강변길 5,128.11065945476003,35.1641866273917,경상남도,진주시,진주,이디야,1
이디야커피,장대동점,경상남도 진주시 남강로 690,128.087076135949,35.1912851673761,경상남도,진주시,진주,이디야,1
이디야커피,진주상대동점,경상남도 진주시 동진로216번길 5,128.115050004087,35.1795070496692,경상남도,진주시,진주,이디야,1
이디야커피,통영죽림점,경상남도 통영시 광도면 죽림해안로 64-6,128.422184574155,34.885113896027605,경상남도,통영시,통영,이디야,1
이디야커피,마산진동점,경상남도 창원시 마산합포구 진동면 삼진의거대로 619,128.485603909211,35.115127296029996,경상남도,마산합포구,창원 합포,이디야,1
이디야커피,양산금산점,경상남도 양산시 동면 금오3길 10,129.023609498552,35.309867345932204,경상남도,양산시,양산,이디야,1
이디야커피,산청신안점,경상남도 산청군 신안면 지리산대로 3465,127.971176147541,35.3039017819263,경상남도,산청군,산청,이디야,1
이디야커피,김해터미널점,경상남도 김해시 전하로304번길 24,128.87200026790399,35.2297680278418,경상남도,김해시,김해,이디야,1
이디야커피,창원시티세븐점,경상남도 창원시 의창구 창원천로94번길 19,128.6530455785,35.2398188564859,경상남도,의창구,창원 의창,이디야,1
이디야커피,덕계점,경상남도 양산시 덕계10길 4-1,129.152074099233,35.37459182178421,경상남도,양산시,양산,이디야,1
이디야커피창원시민체육관점,창원시민체육관점,경상남도 창원시 성산구 원이대로682번길 14,128.686605397701,35.222127721079204,경상남도,성산구,창원 성산,이디야,1
이디야커피개양오거리점,개양오거리점,경상남도 진주시 가좌길 74,128.106252843625,35.1605667696153,경상남도,진주시,진주,이디야,1
이디야커피,양산범어점,경상남도 양산시 물금읍 화합4길 6-1,129.009385042828,35.328843648246796,경상남도,양산시,양산,이디야,1
이디야커피,김해대청동점,경상남도 김해시 번화1로44번길 20,128.80286331888598,35.1914678027354,경상남도,김해시,김해,이디야,1
이디야커피,양산부산대병원점,경상남도 양산시 물금읍 황산로 643,129.003963666808,35.3289338577622,경상남도,양산시,양산,이디야,1
이디아커피,,경상남도 창원시 마산합포구 서성로 3,128.569974196251,35.1978988315657,경상남도,마산합포구,창원 합포,이디야,1
이디야커피,,경상남도 거제시 옥포성안로 27,128.693580826496,34.8889257692597,경상남도,거제시,거제,이디야,1
이디야커피,,경상남도 함양군 함양읍 필봉산길 46,127.72161308565599,35.5232476584637,경상남도,함양군,함양,이디야,1
이디야커피,,경상남도 진주시 창렬로 111,128.069435467599,35.198030313501604,경상남도,진주시,진주,이디야,1
이디야커피,진주신안동점,경상남도 진주시 진양호로 278,128.064269384715,35.178237545889395,경상남도,진주시,진주,이디야,1
이디야커피,진영점,경상남도 김해시 진영읍 김해대로407번길 30,128.732177540627,35.3072146150461,경상남도,김해시,김해,이디야,1
이디야커피,경남거창점,경상남도 거창군 거창읍 강변로 119,127.91015369154499,35.6844402636366,경상남도,거창군,거창,이디야,1
