상호명,지점명,도로명주소,경도,위도,광역시도,시군구,ID,브랜드명,이디야 매장수
이디야커피,부산거제메르디앙점,부산광역시 연제구 세병로 80,129.082799303037,35.195571124256894,부산광역시,연제구,부산 연제,이디야,1
이디야커피,부산구포도서관점,부산광역시 북구 백양대로1016번길 28,128.996395568258,35.1959974008277,부산광역시,북구,부산 북구,이디야,1
이디야커피,부산센텀재송점,부산광역시 해운대구 해운대로76번길 44,129.117884266884,35.1900423397086,부산광역시,해운대구,부산 해운대,이디야,1
이디야커피,,부산광역시 사하구 다대로 690,128.966078537893,35.048394408895504,부산광역시,사하구,부산 사하,이디야,1
이디야커피,부산복천점,부산광역시 동래구 복천로 8,129.08679749281998,35.2055496762211,부산광역시,동래구,부산 동래,이디야,1
이디야커피,부산하단가락타운점,부산광역시 사하구 동매로 23,128.961104859757,35.10379872257,부산광역시,사하구,부산 사하,이디야,1
이디야커피명지초교점,명지초교점,부산광역시 강서구 명지국제6로 306,128.92405353867701,35.102914947954105,부산광역시,강서구,부산 강서,이디야,1
이디야커피,부산장전서희점,부산광역시 금정구 수림로20번길 27,129.090203014949,35.240943282119105,부산광역시,금정구,부산 금정,이디야,1
이디야커피,부산효림초교점,부산광역시 사하구 장평로 107,128.972716269296,35.0757173256941,부산광역시,사하구,부산 사하,이디야,1
이디야커피,부산하단가락1단지점,부산광역시 사하구 하신번영로 320,128.95916123590598,35.109231583944805,부산광역시,사하구,부산 사하,이디야,1
이디야커피유엔공원점,유엔공원점,부산광역시 남구 유엔로 202,129.098375381455,35.1298278570304,부산광역시,남구,부산 남구,이디야,1
이디야커피,,부산광역시 서구 감천로 251,129.015553202353,35.081676043064796,부산광역시,서구,부산 서구,이디야,1
이디야커피국제물류점,국제물류점,부산광역시 강서구 범방3로46번길 5,128.88071380731702,35.1475149388012,부산광역시,강서구,부산 강서,이디야,1
이디야커피,금강로점,부산광역시 동래구 온천장로 96,129.08355681883,35.2195321120205,부산광역시,동래구,부산 동래,이디야,1
이디야커피,수안점,부산광역시 연제구 세병로 16,129.08487569205,35.18986480312179,부산광역시,연제구,부산 연제,이디야,1
이디야커피,서면태화점,부산광역시 부산진구 중앙대로692번길 13,129.060053159007,35.1546149251621,부산광역시,부산진구,부산 부산진,이디야,1
이디야커피,,부산광역시 북구 화명신도시로 39,129.007082168275,35.2264030066176,부산광역시,북구,부산 북구,이디야,1
이디야커피,장림점,부산광역시 사하구 낙동대로 263,128.98916699418,35.0977949918117,부산광역시,사하구,부산 사하,이디야,1
이디야커피,,부산광역시 사하구 승학로 123,128.980968858452,35.1037748345699,부산광역시,사하구,부산 사하,이디야,1
이디야커피신창,,부산광역시 중구 광복로49번길 19,129.030368058109,35.1008771897935,부산광역시,중구,부산 중구,이디야,1
이디야커피,장유율하점,부산광역시 부산진구 개금온정로 10,129.027315106457,35.1547437009351,부산광역시,부산진구,부산 부산진,이디야,1
이디야커피,양정역점,부산광역시 부산진구 백양관문로77번길 81,129.02461384328,35.1633929292264,부산광역시,부산진구,부산 부산진,이디야,1
이디야커피,부산연제초교점,부산광역시 연제구 중앙대로1075번길 8,129.079631948696,35.1844132096509,부산광역시,연제구,부산 연제,이디야,1
이디야커피,부산남구청점,부산광역시 남구 진남로 118,129.082327375518,35.1384273060202,부산광역시,남구,부산 남구,이디야,1
이디야커피,부산동래봉생병원점,부산광역시 동래구 충렬대로350번길 16,129.097028156018,35.1970294925456,부산광역시,동래구,부산 동래,이디야,1
이디야커피,부산가야홈플러스,부산광역시 부산진구 가야대로 506,129.027341539469,35.1524809729698,부산광역시,부산진구,부산 부산진,이디야,1
이디야커피,동부산롯데몰점,부산광역시 기장군 기장읍 기장해안로 147,129.212806182429,35.192229643229204,부산광역시,기장군,부산 기장,이디야,1
이디야커피,부산두실역점,부산광역시 금정구 중앙대로 1911,129.091115821713,35.2549514531082,부산광역시,금정구,부산 금정,이디야,1
이디야커피,부산충무동점,부산광역시 서구 충무대로 277,129.024037000073,35.0954232493058,부산광역시,서구,부산 서구,이디야,1
이디야커피,부산해운대홈플러스점,부산광역시 해운대구 해운대해변로 140,129.14651537409298,35.1584156241557,부산광역시,해운대구,부산 해운대,이디야,1
이디야커피전문점,,부산광역시 북구 덕천로 299,129.036574357461,35.2097668634142,부산광역시,북구,부산 북구,이디야,1
이디야커피,부산문현현대점,부산광역시 남구 문현로 68,129.076498109943,35.1432385844218,부산광역시,남구,부산 남구,이디야,1
이디야커피,부산정관가동점,부산광역시 기장군 정관읍 가동길 30,129.18069204326702,35.328067211363,부산광역시,기장군,부산 기장,이디야,1
이디야커피,부산구서SK점,부산광역시 금정구 금강로403번길 1,129.08729651081399,35.2437907391442,부산광역시,금정구,부산 금정,이디야,1
이디아커피,,부산광역시 남구 용호로 34,129.10776621361,35.1264973748214,부산광역시,남구,부산 남구,이디야,1
이디야커피,부산신만덕점,부산광역시 북구 덕천로 299,129.036574357461,35.2097668634142,부산광역시,북구,부산 북구,이디야,1
이디아커피,,부산광역시 해운대구 좌동순환로 307-1,129.183244610955,35.1685635237029,부산광역시,해운대구,부산 해운대,이디야,1
이디야커피,기장고리원전점,부산광역시 기장군 장안읍 해맞이로 429,129.282454684078,35.3296985296042,부산광역시,기장군,부산 기장,이디야,1
이디야커피,부산만덕중앙점,부산광역시 북구 만덕1로 26,129.034788565673,35.2144423084939,부산광역시,북구,부산 북구,이디야,1
이디야커피,만세365병원점,부산광역시 중구 대청로 105,129.03148388321802,35.1032564197265,부산광역시,중구,부산 중구,이디야,1
이디야커피,부산석포초교점,부산광역시 남구 석포로 106,129.090512895275,35.1268701775265,부산광역시,남구,부산 남구,이디야,1
이디야커피,망미중앙점,부산광역시 수영구 과정로 65,129.106983019852,35.1772346623643,부산광역시,수영구,부산 수영,이디야,1
이디야커피,부산반여강변점,부산광역시 해운대구 선수촌로 145,129.12138659571698,35.2075958834173,부산광역시,해운대구,부산 해운대,이디야,1
이디야커피,부산기장도서관점,부산광역시 기장군 기장읍 차성동로126번길 2,129.217099531478,35.2488825203566,부산광역시,기장군,부산 기장,이디야,1
이디야커피,문현베스티움점,부산광역시 남구 고동골로 29,129.07048394608998,35.1390102448798,부산광역시,남구,부산 남구,이디야,1
이디야커피,부산기장메가마트점,부산광역시 기장군 일광면 기장대로 673,129.221878823884,35.2547112344882,부산광역시,기장군,부산 기장,이디야,1
이디야커피,부산명륜초교점,부산광역시 동래구 충렬대로237번길 143,129.082262536667,35.207257854449,부산광역시,동래구,부산 동래,이디야,1
이디야커피,대연SK힐스점,부산광역시 남구 수영로 261,129.093451890797,35.1382553260308,부산광역시,남구,부산 남구,이디야,1
이디야커피,부산큰솔2병원점,부산광역시 사상구 학장로 189,128.987241529499,35.1436651322998,부산광역시,사상구,부산 사상,이디야,1
이디야커피,부산초읍점,부산광역시 부산진구 성지로 104,129.05257310967,35.179720796523696,부산광역시,부산진구,부산 부산진,이디야,1
이디야커피,부산금정초교점,부산광역시 금정구 식물원로44번길 40,129.083666527373,35.2269585039128,부산광역시,금정구,부산 금정,이디야,1
이디야커피,신길역점,서울특별시 영등포구 영등포로 353,126.918061930143,37.5151175359347,서울특별시,영등포구,서울 영등포,이디야,1
이디야커피,이마트구로점,서울특별시 구로구 디지털로32길 43,126.897869806414,37.4843854057524,서울특별시,구로구,서울 구로,이디야,1
이디야커피,중계롯데우성점,서울특별시 노원구 노원로22길 34,127.072753764215,37.646364068414,서울특별시,노원구,서울 노원,이디야,1
이디야커피,금호역점,서울특별시 성동구 장터길 17-1,127.01779121502399,37.5484267689606,서울특별시,성동구,서울 성동,이디야,1
이디아,,서울특별시 마포구 월드컵북로 375,126.89082837975201,37.577396950319205,서울특별시,마포구,서울 마포,이디야,1
이디야커피,,서울특별시 강남구 테헤란로104길 8,127.064789913491,37.5085853583327,서울특별시,강남구,서울 강남,이디야,1
이디야커피,창신점,서울특별시 종로구 종로 316-1,127.01290797558599,37.57202045396421,서울특별시,종로구,서울 종로,이디야,1
이디야IBK고객센터,,서울특별시 용산구 한남대로 72,127.007036466984,37.535055380321204,서울특별시,용산구,서울 용산,이디야,1
이디야커피,외대점,서울특별시 동대문구 휘경로 12,127.061252936653,37.595841955415004,서울특별시,동대문구,서울 동대문,이디야,1
이디야서대문점2호,,서울특별시 서대문구 통일로 141,126.965217701593,37.566917632874706,서울특별시,서대문구,서울 서대문,이디야,1
이디아,,서울특별시 강서구 가로공원로76길 61,126.838252633841,37.5344165569881,서울특별시,강서구,서울 강서,이디야,1
이디야커피,북창동점,서울특별시 중구 남대문로1길 57-1,126.977555664865,37.563637217431705,서울특별시,중구,서울 중구,이디야,1
이디아커피,,서울특별시 강서구 화곡로 133,126.83647852293998,37.5408234671284,서울특별시,강서구,서울 강서,이디야,1
이디아,종암동점,서울특별시 성북구 종암로 105,127.033936945796,37.599523035998104,서울특별시,성북구,서울 성북,이디야,1
이디야커피,가산에이스점,서울특별시 금천구 가산디지털1로 196,126.88126965534201,37.4829589044718,서울특별시,금천구,서울 금천,이디야,1
이디야커피,해군회관점,서울특별시 동작구 여의대방로 194,126.92224514165702,37.5042531290316,서울특별시,동작구,서울 동작,이디야,1
EDIYA커피,,서울특별시 강남구 선릉로 661,127.04156969149099,37.515580632116105,서울특별시,강남구,서울 강남,이디야,1
이디야커피,,서울특별시 중구 퇴계로27길 31,126.99123245425899,37.5625564857212,서울특별시,중구,서울 중구,이디야,1
이디야커피,광운대점,서울특별시 노원구 광운로 29,127.058407824624,37.6203185920224,서울특별시,노원구,서울 노원,이디야,1
이디야커피,신천역점,서울특별시 송파구 백제고분로7길 58,127.08521466576599,37.510664555968596,서울특별시,송파구,서울 송파,이디야,1
이디야커피,독바위역점,서울특별시 은평구 불광로 128,126.933289862075,37.6181455875127,서울특별시,은평구,서울 은평,이디야,1
이디야커피전농뉴타운점,전농뉴타운점,서울특별시 동대문구 답십리로 77,127.049604240039,37.5750607679141,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피,동덕여대점,서울특별시 성북구 화랑로13길 28,127.042263523491,37.604591675041796,서울특별시,성북구,서울 성북,이디야,1
이디야커피,양재언남점,서울특별시 서초구 동산로 60,127.045397700723,37.4716851007454,서울특별시,서초구,서울 서초,이디야,1
이디야커피,어린이대공원역점,서울특별시 광진구 광나루로 380,127.071862172364,37.547611713021,서울특별시,광진구,서울 광진,이디야,1
이디야커피,녹번동점,서울특별시 은평구 진흥로 156,126.926957295701,37.6087264624303,서울특별시,은평구,서울 은평,이디야,1
이디아커피선릉아이빌점,,서울특별시 강남구 삼성로85길 38,127.05418613476601,37.5045362823695,서울특별시,강남구,서울 강남,이디야,1
이디야커피,신당점,서울특별시 중구 다산로35길 11,127.014831070946,37.563530664316104,서울특별시,중구,서울 중구,이디야,1
이디야커피,구일역점,서울특별시 구로구 구일로 110,126.87199695045601,37.4950618711908,서울특별시,구로구,서울 구로,이디야,1
이디야커피,,서울특별시 강북구 솔샘로 257,127.02148953801701,37.6195316618627,서울특별시,강북구,서울 강북,이디야,1
이디아,강서점,서울특별시 강서구 화곡로 292,126.848757193059,37.55030556777729,서울특별시,강서구,서울 강서,이디야,1
이디아커피,,서울특별시 서대문구 신촌역로 30,126.942373274107,37.559813223602795,서울특별시,서대문구,서울 서대문,이디야,1
이디야커피,개롱역점,서울특별시 송파구 오금로 407,127.136570578508,37.4986344980864,서울특별시,송파구,서울 송파,이디야,1
이디야커피,광진구청점,서울특별시 광진구 자양로 136,127.083388022568,37.5397814997975,서울특별시,광진구,서울 광진,이디야,1
이디야커피,우장산역점,서울특별시 강서구 강서로45길 5,126.83580355579201,37.5478448766996,서울특별시,강서구,서울 강서,이디야,1
이디야커피자양동점,자양동점,서울특별시 광진구 자양로 46,127.085936322936,37.5321783405397,서울특별시,광진구,서울 광진,이디야,1
이디야커피,신창점,서울특별시 도봉구 덕릉로 235,127.03809509027501,37.638932350755404,서울특별시,도봉구,서울 도봉,이디야,1
이디야커피,전농사거리점,서울특별시 동대문구 사가정로 132,127.059500885442,37.57759087441671,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피,장승배기역점,서울특별시 동작구 상도로 193,126.94019110088101,37.505280512361395,서울특별시,동작구,서울 동작,이디야,1
이디야커피,대청역점,서울특별시 강남구 개포로109길 34,127.077635139267,37.494197347193,서울특별시,강남구,서울 강남,이디야,1
이디야커피,역삼역점,서울특별시 강남구 테헤란로25길 17,127.03522024203501,37.5017878629869,서울특별시,강남구,서울 강남,이디야,1
이디야커피,라이프점,서울특별시 영등포구 63로 40,126.93919751533501,37.5195441715436,서울특별시,영등포구,서울 영등포,이디야,1
이디아커피,,서울특별시 강동구 성내로6길 20,127.12232690113501,37.5290123623274,서울특별시,강동구,서울 강동,이디야,1
이디야커피,시흥점,서울특별시 금천구 금하로 750,126.913645616749,37.4490661391638,서울특별시,금천구,서울 금천,이디야,1
이디야커피,도산사거리점,서울특별시 강남구 언주로148길 14,127.03614303684401,37.5206184101321,서울특별시,강남구,서울 강남,이디야,1
이디야커피,신정역점,서울특별시 양천구 오목로 155,126.854633800042,37.524953501298796,서울특별시,양천구,서울 양천,이디야,1
이디야커피,등촌역점,서울특별시 강서구 등촌로 217,126.86329407394301,37.5491759557566,서울특별시,강서구,서울 강서,이디야,1
이디야커피,둔촌점,서울특별시 강동구 양재대로 1377,127.13624146648701,37.529160003558395,서울특별시,강동구,서울 강동,이디야,1
이디야커피은행나무사거리점,은행나무사거리점,서울특별시 금천구 금하로 690,126.906621395895,37.4517946273034,서울특별시,금천구,서울 금천,이디야,1
이디야커피,,서울특별시 강서구 양천로55길 55,126.848101050873,37.5664636928306,서울특별시,강서구,서울 강서,이디야,1
이디야커피,염창동점,서울특별시 강서구 양천로 684,126.871940483475,37.550655486055796,서울특별시,강서구,서울 강서,이디야,1
이디야커피마포KCC점,마포KCC점,서울특별시 마포구 백범로 202,126.952446717884,37.5428373024369,서울특별시,마포구,서울 마포,이디야,1
이디야커피,은행사거리점,서울특별시 노원구 중계로 201,127.077768446548,37.6504580389522,서울특별시,노원구,서울 노원,이디야,1
이디야커피,몽촌토성점,서울특별시 송파구 백제고분로 509,127.115162625276,37.515812475691106,서울특별시,송파구,서울 송파,이디야,1
이디야커피,문래CGV점,서울특별시 영등포구 문래로 164,126.90005978982201,37.5177805310231,서울특별시,영등포구,서울 영등포,이디야,1
이디야커피,역삼상록점,서울특별시 강남구 테헤란로43길 18,127.04404220160102,37.5044275934521,서울특별시,강남구,서울 강남,이디야,1
이디야커피,답십리사거리점,서울특별시 동대문구 답십리로 154,127.057129752311,37.5725981869804,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피,상계역점,서울특별시 노원구 덕릉로 698,127.07563510149201,37.6598301256792,서울특별시,노원구,서울 노원,이디야,1
이디야커피,상도역점,서울특별시 동작구 상도로 277,126.94832402333599,37.5028032354817,서울특별시,동작구,서울 동작,이디야,1
이디야커피,한양대점,서울특별시 성동구 사근동길 4,127.04156746254999,37.559957336866496,서울특별시,성동구,서울 성동,이디야,1
이디야커피,,서울특별시 서초구 신반포로 194,127.00681633008001,37.5064271601893,서울특별시,서초구,서울 서초,이디야,1
이디야커피,신촌로터리점,서울특별시 마포구 서강로 135,126.935408650105,37.554506576468206,서울특별시,마포구,서울 마포,이디야,1
이디야커피,,서울특별시 광진구 능동로 261,127.07713098334101,37.5535098396927,서울특별시,광진구,서울 광진,이디야,1
이디야커피,구로고척공원점,서울특별시 구로구 고척로 149,126.850126908936,37.50311356449821,서울특별시,구로구,서울 구로,이디야,1
이디야커피천호현대점,천호현대점,서울특별시 강동구 올림픽로 665,127.12386210865499,37.5409177009667,서울특별시,강동구,서울 강동,이디야,1
이디야커피,예술의전당점,서울특별시 서초구 반포대로 32,127.01210722684799,37.4834315635633,서울특별시,서초구,서울 서초,이디야,1
이디야커피연구소,,서울특별시 강서구 양천로 551-17,126.860924916169,37.5591005416689,서울특별시,강서구,서울 강서,이디야,1
이디야커피,홍대서교점,서울특별시 마포구 홍익로3길 36,126.92150069299299,37.552830564436796,서울특별시,마포구,서울 마포,이디야,1
이디야커피,구로하이엔드점,서울특별시 구로구 디지털로26길 5,126.89346712375,37.4816050678561,서울특별시,구로구,서울 구로,이디야,1
이디야커피,올림픽프라자점,서울특별시 송파구 양재대로 1222,127.13104576586399,37.5157231511018,서울특별시,송파구,서울 송파,이디야,1
이디야커피,동교중앙점,서울특별시 마포구 동교로27길 8,126.923022246394,37.558773289327505,서울특별시,마포구,서울 마포,이디야,1
이디야커피,개화산역점,서울특별시 강서구 양천로 28,126.80689667978399,37.5722445063632,서울특별시,강서구,서울 강서,이디야,1
이디야커피,성동구청점,서울특별시 성동구 고산자로 269,127.035758226071,37.563685418773,서울특별시,성동구,서울 성동,이디야,1
이디야커피,신월신곡시장점,서울특별시 양천구 신월로 172,126.84264274227199,37.5183040748187,서울특별시,양천구,서울 양천,이디야,1
이디야커피,YTN점,서울특별시 중구 세종대로1길 11,126.972536771411,37.5581964038656,서울특별시,중구,서울 중구,이디야,1
이디야커피,염창역점,서울특별시 강서구 공항대로 629,126.87484384943501,37.547232221154296,서울특별시,강서구,서울 강서,이디야,1
이디야커피,봉일시장점,서울특별시 관악구 은천로 23,126.93791369666,37.4864011023419,서울특별시,관악구,서울 관악,이디야,1
이디야커피,청구역점,서울특별시 중구 다산로 181-2,127.01322797033801,37.55977794065979,서울특별시,중구,서울 중구,이디야,1
이디야커피,구로미성점,서울특별시 구로구 구로중앙로 228,126.876591615315,37.5061614582995,서울특별시,구로구,서울 구로,이디야,1
이디야커피,목동사거리점,서울특별시 강서구 등촌로 15,126.86347504182,37.531292122895,서울특별시,강서구,서울 강서,이디야,1
이디야커피동소문동점,동소문동점,서울특별시 성북구 동소문로13길 5,127.012813575772,37.5920317986857,서울특별시,성북구,서울 성북,이디야,1
이디야커피,우림시장점,서울특별시 중랑구 봉우재로 240,127.09935377369,37.595300877167205,서울특별시,중랑구,서울 중랑,이디야,1
이디야커피,마천사거리점,서울특별시 송파구 마천로 264,127.14613346475201,37.498073261830704,서울특별시,송파구,서울 송파,이디야,1
이디아커피,,서울특별시 강남구 양재대로27길 20,127.08160578564699,37.4903987780474,서울특별시,강남구,서울 강남,이디야,1
이디야커피,영등포역점,서울특별시 영등포구 경인로 838-1,126.90611543643,37.5159806234659,서울특별시,영등포구,서울 영등포,이디야,1
이디야커피,잠실본동점,서울특별시 송파구 백제고분로 172,127.08584149148399,37.5047134175915,서울특별시,송파구,서울 송파,이디야,1
이디야커피전문점,,서울특별시 노원구 동일로208길 20,127.065718759054,37.6434883221862,서울특별시,노원구,서울 노원,이디야,1
이디야커피,역삼초교점,서울특별시 강남구 강남대로66길 14,127.03183283480601,37.4917223883009,서울특별시,강남구,서울 강남,이디야,1
이디야커피,개봉중앙점,서울특별시 구로구 개봉로3길 26,126.85487161017299,37.486436308155,서울특별시,구로구,서울 구로,이디야,1
이디아에스프레소,,서울특별시 중구 서소문로11길 8,126.97307851738701,37.563255962468794,서울특별시,중구,서울 중구,이디야,1
이디야커피세광교회점,세광교회점,서울특별시 금천구 독산로 124,126.905542531971,37.458353313454104,서울특별시,금천구,서울 금천,이디야,1
이디야커피,노원KT점,서울특별시 노원구 노해로 494,127.06308736517599,37.6545141432188,서울특별시,노원구,서울 노원,이디야,1
이디야커피,신림미성점,서울특별시 관악구 난곡로 250,126.915972855229,37.476533557515296,서울특별시,관악구,서울 관악,이디야,1
이디야커피,청량리점,서울특별시 동대문구 왕산로 225,127.04712667387501,37.5820329004573,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피,양천구청점,서울특별시 양천구 목동동로 63,126.862292263327,37.5153053135084,서울특별시,양천구,서울 양천,이디야,1
이디야커피,성수2가점,서울특별시 성동구 성덕정길 106,127.05508689045601,37.537152623167295,서울특별시,성동구,서울 성동,이디야,1
이디야커피,양재점,서울특별시 서초구 남부순환로 2561,127.030559918032,37.4843413043288,서울특별시,서초구,서울 서초,이디야,1
이디야커피,군자점,서울특별시 광진구 능동로 290,127.07896162650101,37.5555785285795,서울특별시,광진구,서울 광진,이디야,1
이디야마들역,,서울특별시 노원구 동일로 1541,127.057030608616,37.665656711626205,서울특별시,노원구,서울 노원,이디야,1
이디야커피,길동역점,서울특별시 강동구 양재대로 1471,127.139247347881,37.5373545388776,서울특별시,강동구,서울 강동,이디야,1
이디야커피,충정로역점,서울특별시 중구 중림로 10,126.96451651886801,37.558693990820004,서울특별시,중구,서울 중구,이디야,1
이디야커피,명지전문대점,서울특별시 서대문구 가좌로 140,126.92414534760599,37.584562187543995,서울특별시,서대문구,서울 서대문,이디야,1
이디야커피,선릉점,서울특별시 강남구 선릉로86길 6-6,127.050408633027,37.5027399062119,서울특별시,강남구,서울 강남,이디야,1
이디야커피,선유도역점,서울특별시 영등포구 양평로 126,126.893898696383,37.5381946375989,서울특별시,영등포구,서울 영등포,이디야,1
이디야커피봉천역점,봉천역점,서울특별시 관악구 남부순환로 1725,126.94187856459,37.4826792973624,서울특별시,관악구,서울 관악,이디야,1
이디야마들역,,서울특별시 노원구 동일로227길 25,127.056220946871,37.66693871164561,서울특별시,노원구,서울 노원,이디야,1
이디야커피점,,서울특별시 성동구 금호산길 64,127.019598333334,37.553884109551504,서울특별시,성동구,서울 성동,이디야,1
이디야커피,가든파이브영관점,서울특별시 송파구 충민로 66,127.124940952848,37.477608217824,서울특별시,송파구,서울 송파,이디야,1
이디야커피,포이사거리점,서울특별시 강남구 개포로 218,127.04660008219801,37.4784888003288,서울특별시,강남구,서울 강남,이디야,1
이디야커피,당곡사거리점,서울특별시 관악구 봉천로 245,126.92901892617701,37.4892762462003,서울특별시,관악구,서울 관악,이디야,1
이디야커피,,서울특별시 성북구 정릉로9라길 8,127.000373670415,37.61115524334679,서울특별시,성북구,서울 성북,이디야,1
이디아역삼시장점,역삼시장점,서울특별시 강남구 논현로63길 16,127.039099057356,37.492998139807895,서울특별시,강남구,서울 강남,이디야,1
이디야커피신도림테크노마트,,서울특별시 구로구 새말로 97,126.89020763235001,37.507038039776894,서울특별시,구로구,서울 구로,이디야,1
이디야커피,은평뉴타운점,서울특별시 은평구 진관3로 70,126.92296051102,37.642397530812396,서울특별시,은평구,서울 은평,이디야,1
이디야커피,목3동점,서울특별시 양천구 공항대로 566,126.868062271748,37.5489244225447,서울특별시,양천구,서울 양천,이디야,1
이디야커피,,서울특별시 성북구 보국문로 66,127.00953725908501,37.6102593907865,서울특별시,성북구,서울 성북,이디야,1
이디아,방배중앙점,서울특별시 서초구 동광로 1,126.983012543103,37.4910599117921,서울특별시,서초구,서울 서초,이디야,1
이디야커피,멀티캠퍼스점,서울특별시 강남구 테헤란로 212,127.03958123605,37.5012647456244,서울특별시,강남구,서울 강남,이디야,1
이디야커피,이마트용산역,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157,서울특별시,용산구,서울 용산,이디야,1
이디아커피역점,,서울특별시 강북구 도봉로10길 28,127.031010041662,37.613888637285,서울특별시,강북구,서울 강북,이디야,1
이디야역삼플래티넘,,서울특별시 강남구 테헤란로4길 46,127.030053791898,37.4955012410702,서울특별시,강남구,서울 강남,이디야,1
이디야커피,회기역중앙점,서울특별시 동대문구 회기로 194-1,127.057478583223,37.589828948941296,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피,,서울특별시 중랑구 상봉로 81,127.093037829983,37.5931981292292,서울특별시,중랑구,서울 중랑,이디야,1
이디야커피,,서울특별시 강남구 언주로130길 18,127.03706364648599,37.515003349565504,서울특별시,강남구,서울 강남,이디야,1
이디야커피,,서울특별시 종로구 필운대로1길 39-3,126.96711712813699,37.5777377334585,서울특별시,종로구,서울 종로,이디야,1
이디야커피,대림역점,서울특별시 영등포구 도림로31길 2,126.895907002436,37.4925215522174,서울특별시,영등포구,서울 영등포,이디야,1
이디아,강서NC점,서울특별시 강서구 강서로54길 11,126.83933614498899,37.559403861904705,서울특별시,강서구,서울 강서,이디야,1
이디야커피,,서울특별시 서초구 서초대로77길 55,127.02445043318899,37.502005770208704,서울특별시,서초구,서울 서초,이디야,1
이디야커피,북가좌동점,서울특별시 서대문구 증가로 257,126.91151476546001,37.583437229257,서울특별시,서대문구,서울 서대문,이디야,1
이디야커피,길음역점,서울특별시 성북구 동소문로 248,127.024806882679,37.6031782524059,서울특별시,성북구,서울 성북,이디야,1
이디야커피,역촌사거리점,서울특별시 은평구 서오릉로 100,126.920883753426,37.6089233685563,서울특별시,은평구,서울 은평,이디야,1
이디아에스프레소,,서울특별시 종로구 창덕궁1길 41,126.986840932801,37.5792512197635,서울특별시,종로구,서울 종로,이디야,1
이디야커피망우점,망우점,서울특별시 성북구 북악산로1길 26-13,127.004843138006,37.599587655088,서울특별시,성북구,서울 성북,이디야,1
이디야커피,보라매점,서울특별시 동작구 보라매로5가길 16,126.924081971972,37.49132182012679,서울특별시,동작구,서울 동작,이디야,1
이디야커피,,서울특별시 동작구 동작대로 119,126.98185443697201,37.4872384813782,서울특별시,동작구,서울 동작,이디야,1
EDIYACOFFEE,,서울특별시 서초구 방배로 234,126.989903258797,37.4941195370261,서울특별시,서초구,서울 서초,이디야,1
EDIYACOFFEE,,서울특별시 강서구 양천로 583,126.86432805766,37.55710600055521,서울특별시,강서구,서울 강서,이디야,1
부일이디야커피,,서울특별시 송파구 올림픽로35가길 9,127.103446561974,37.5174361339672,서울특별시,송파구,서울 송파,이디야,1
EDIYACOFFEESHOP,,서울특별시 종로구 필운대로1길 35,126.967501258429,37.5777951563333,서울특별시,종로구,서울 종로,이디야,1
이디아,,서울특별시 강남구 테헤란로87길 37,127.057700241657,37.510204976886,서울특별시,강남구,서울 강남,이디야,1
이디아커피,,서울특별시 강남구 테헤란로107길 11,127.065038423419,37.510425479926504,서울특별시,강남구,서울 강남,이디야,1
이디야커피,,서울특별시 강남구 테헤란로87길 37,127.057700241657,37.510204976886,서울특별시,강남구,서울 강남,이디야,1
이디야커피,면목역점,서울특별시 중랑구 면목로 417,127.087129875819,37.589242047019205,170737,경기도,경기,이디야,1
이디야커피,중곡중앙점,서울특별시 광진구 능동로 330,127.080719955745,37.558935127055896,서울특별시,광진구,서울 광진,이디야,1
이디야커피,동양미래대학점,서울특별시 구로구 경인로47길 14,126.867033498095,37.5002314114695,서울특별시,구로구,서울 구로,이디야,1
이디야커피,목동신목점,서울특별시 양천구 목동중앙로 85,126.871422209979,37.5369908178711,서울특별시,양천구,서울 양천,이디야,1
이디야커피,마장역점,서울특별시 성동구 마장로 293-1,127.042158719035,37.5659360733529,서울특별시,성동구,서울 성동,이디야,1
이디야커피,신월7동점,서울특별시 양천구 지양로 79,126.832974665135,37.5224167796533,서울특별시,양천구,서울 양천,이디야,1
이디야커피,난향동점,서울특별시 관악구 난곡로 60,126.91937548302799,37.46085939864879,서울특별시,관악구,서울 관악,이디야,1
이디야커피,고덕점,서울특별시 강동구 동남로75길 19,127.155159843579,37.5541209722395,서울특별시,강동구,서울 강동,이디야,1
이디야커피,공릉중앙점,서울특별시 노원구 공릉로 146,127.07951159162901,37.6230710902828,서울특별시,노원구,서울 노원,이디야,1
이디야커피,구로디지털점,서울특별시 구로구 디지털로31길 81,126.8912265112,37.4863235690092,서울특별시,구로구,서울 구로,이디야,1
이디야커피,서여의도점,서울특별시 영등포구 국회대로 780,126.91925245844,37.529824456338396,서울특별시,영등포구,서울 영등포,이디야,1
이디야커피,내방역점,서울특별시 서초구 서초대로 108,126.994186728526,37.487560370370296,서울특별시,서초구,서울 서초,이디야,1
이디야커피,장안중앙점,서울특별시 동대문구 사가정로25길 42,127.070953744023,37.5806730394314,서울특별시,동대문구,서울 동대문,이디야,1
이디야커피청계천점,청계천점,서울특별시 종로구 청계천로 55,126.98382131495701,37.5690164722295,서울특별시,종로구,서울 종로,이디야,1
